wkt_geom	id	T_00to10	T_78to14	P_78to14	P_00to10
Point (-116.18181502749500567 35.19657347790427337)	4585	0.01441	0.0378	-1.90833	1.631
Point (-70.04429691824704207 41.9571406097288957)	4584	0.01882	0.03373	1.22228	8.0902
Point (-104.19306872647406692 36.70107650723037551)	4591	0.05641	0.02166	0.58233	-4.9022
Point (-112.31412264860225037 33.60342434993431482)	4590	0.00597	0.04722	-1.80161	-0.037
Point (-107.28152330821131955 39.89167722359826485)	4589	0.03889	0.04978	-3.63589	4.0094
Point (-88.88568022048161765 41.25928666331297734)	4588	-0.04465	0.01766	2.68365	8.011
Point (-110.95150410355761039 45.27066233588713828)	4563	-0.01386	0.04096	0.37629	10.7736
Point (-96.92915204948562291 36.51511304583187467)	4562	-0.01285	0.01032	0.7166	-15.7728
Point (-93.74483866140434429 43.20040021852721424)	4561	-0.06414	0.00956	4.40941	-4.966
Point (-101.83812657668283919 37.69904873736091133)	4560	0.00232	0.01896	1.18108	1.4138
Point (-107.92194206240272081 42.9956137224213677)	4567	-0.01977	0.03487	2.02683	3.919
Point (-112.09396032136831423 46.09654858065191263)	4566	-0.03023	0.03831	-0.78674	6.679
Point (-116.47481825968311853 34.96130765477927582)	4565	0.02156	0.04213	-3.19804	-0.4218
Point (-84.3668678867392714 31.0530304688883021)	4564	-0.02244	0.02187	0.83315	-1.50081
Point (-93.38762094586704166 38.90799140225720976)	4571	-0.03651	0.01847	5.60156	14.5804
Point (-104.72196102759215819 46.83794201951336333)	4570	-0.06609	0.03031	2.44135	8.674
Point (-122.41280188413577434 37.52536185129119417)	4569	-0.02778	0.01765	-1.25499	-20.1694
Point (-115.87312478997434084 38.70467646120378902)	4568	0.01835	0.02751	-0.8834	-0.6164
Point (-111.69134833848545441 39.77812102031403185)	4575	-0.02276	0.01953	-0.0031	7.7656
Point (-107.02747905071080936 46.00221670219923453)	4574	-0.08395	0.03608	1.71494	10.647
Point (-107.78350567479662914 38.8790002922739717)	4573	-0.05678	0.03933	1.52593	0.3198
Point (-96.93079073146266467 43.31371531065327218)	4572	-0.07866	0.02717	4.56565	7.6576
Point (-115.01404410236892772 42.71004747179097905)	4547	-0.03684	0.03398	-0.0282	4.0236
Point (-115.59831382209561923 44.01300391979593485)	4546	0.00374	0.03377	-0.34454	10.2372
Point (-95.91186263399691825 34.53897553910314855)	4545	-0.02924	0.00985	8.61371	-0.0952
Point (-88.25214596493228214 32.90063800547245876)	4544	-0.02868	0.02716	-0.45216	22.4916
Point (-108.72238010387076201 31.94025229891746065)	4551	-0.01606	0.03153	-0.02227	-2.0506
Point (-88.16907820726595446 43.77170325676979701)	4550	-0.06622	0.02156	2.30696	4.6962
Point (-123.23771919403230868 42.99108926088710803)	4549	-0.00865	0.03715	4.19549	3.9276
Point (-77.77515761368161407 40.4471279084795583)	4548	-0.03206	0.03579	-2.44272	24.643
Point (-95.69705496064642603 37.69050065133472316)	4555	-0.04302	0.00886	5.39016	12.8892
Point (-107.26690049560365026 48.54121045336976437)	4554	-0.08766	0.02725	4.22583	6.1344
Point (-88.56879075397353063 37.37081686897654009)	4553	-0.07048	0.01778	5.82032	12.9704
Point (-94.8827116115958944 42.96326115073152607)	4552	-0.07364	0.02421	4.94509	3.3516
Point (-77.76624017072185779 35.66460200998272256)	4559	-0.00981	0.02256	5.46298	-8.97041
Point (-71.91064268448725727 41.36139924667241274)	4558	0.02923	0.03421	-3.78681	15.1972
Point (-100.5204126468851058 34.78250996447813748)	4557	0.01439	0.01942	1.22703	-8.923
Point (-109.87282573828025534 46.92620930075089802)	4556	-0.07155	0.02603	2.088	8.0146
Point (-116.4439719780100404 45.93561376244875305)	4403	-0.02257	0.03803	-1.07442	1.1936
Point (-85.98435802321560573 42.50988273170669629)	4402	-0.02376	0.03645	-0.36821	20.52761
Point (-86.43012089530712672 36.22622190065843739)	4401	-0.02978	0.03073	-1.66265	9.61641
Point (-106.56336955091349239 35.78205540892574277)	4400	0.02118	0.03122	-1.25993	1.086
Point (-77.19179922714971553 42.21645692074399392)	4407	-0.04464	0.03101	0.09726	16.84941
Point (-83.20574882182782517 33.31815425202233172)	4406	0.01196	0.0277	0.95794	8.22981
Point (-97.37503068606204693 43.29211963540295471)	4405	-0.06515	0.0314	3.78681	2.935
Point (-117.62479922083127803 41.16685787504724203)	4404	-0.02283	0.01587	-0.68847	-3.0764
Point (-101.87021975335892421 47.98991959184949962)	4411	-0.0786	0.02586	3.71834	8.9976
Point (-101.811118277488589 40.92592293395676961)	4410	-0.05982	0.01286	2.35107	9.9012
Point (-100.59984583330160035 44.59110893350305105)	4409	-0.11776	0.01219	2.16961	8.4874
Point (-78.07980851141485346 36.75350910703235741)	4408	0.04591	0.02387	1.76	0.97599
Point (-90.12140756016037813 33.19581594805517)	4415	-0.02517	0.02622	0.32924	2.121
Point (-98.33021152324060665 48.93797611698713723)	4414	-0.07828	0.01787	0.13934	1.9526
Point (-104.16330760578081538 37.49997869926325933)	4413	-0.02517	0.01652	-0.51764	-5.0938
Point (-96.05315964550928243 33.21491774555584442)	4412	0.0349	0.032	6.22341	-5.5334
Point (-87.39019233350883553 35.87764275724703822)	4387	-0.06382	0.02442	-1.84756	11.7684
Point (-103.67342543625620976 44.15351299258676221)	4386	-0.01052	0.02933	1.55081	2.6422
Point (-91.77133994148155693 38.44913501354487551)	4385	0.01122	0.00461	8.22561	28.5542
Point (-112.10881266960021208 42.39489617709435265)	4384	-0.05342	0.03764	0.41892	1.3312
Point (-100.02825271396856976 33.46047793426883032)	4391	0.00794	0.02091	0.82445	-9.853
Point (-90.63115734092613707 36.0470123388019843)	4390	-0.05328	0.01638	2.98969	16.686
Point (-90.78708124849555361 34.18964346962049206)	4389	-0.0382	0.02308	0.75183	-2.5536
Point (-116.27622959250300028 43.31301606091374623)	4388	-0.02271	0.02961	-0.47257	4.0388
Point (-72.04533890736209401 42.25634937589666151)	4395	0.01141	0.03311	-3.43051	19.3158
Point (-116.14473511549898888 48.36602066634902997)	4394	0.00876	0.03988	-0.74057	13.18921
Point (-94.26026885202838912 30.38264905632419399)	4393	-0.00795	0.03525	7.05022	-22.9632
Point (-78.10350403444371636 37.5024856894922678)	4392	-0.0071	0.02151	2.52408	19.855
Point (-77.70161417493957856 37.33896642790653431)	4399	-0.00459	0.02558	-0.3737	6.79299
Point (-85.44387281199490758 46.53441686757717122)	4398	-0.06944	0.01375	1.18489	4.8488
Point (-115.78248857777879266 45.57813947997981074)	4397	-0.00289	0.04625	-0.23073	11.82061
Point (-76.70919767220647145 42.45143858776295076)	4396	-0.02392	0.03311	-0.38975	10.1806
Point (-104.51116374366995387 44.31254425932822016)	4371	-0.02041	0.03394	0.29468	3.9562
Point (-89.66973705010025242 38.43054046577665872)	4370	-0.0272	0.02928	8.49863	19.5676
Point (-100.33206850393403897 35.6721283981172661)	4369	0.03169	0.01826	1.88209	-6.90519
Point (-116.93248564419629076 44.83459157504994863)	4368	-0.00324	0.03191	-0.91324	0.2038
Point (-72.35939006124914386 42.71276287323155429)	4375	0.02203	0.03568	0.69411	17.5302
Point (-97.34054649099340395 35.5885848806696643)	4374	0.0293	0.01184	5.3791	-6.2662
Point (-89.59200249074402223 34.9174057827546136)	4373	-0.02967	0.02577	2.51055	6.6632
Point (-120.768515548042501 38.97524221814685319)	4372	0.00952	0.04341	2.65755	-1.95181
Point (-88.39247912445246413 41.05375979081499338)	4379	-0.06108	0.01919	4.03843	6.82239
Point (-98.19399419538757456 43.9094148103933577)	4378	-0.08425	0.01376	3.12088	10.108
Point (-106.9011762240642156 38.19880137456021174)	4377	0.01481	0.04081	0.45573	-6.1106
Point (-116.11715251880033861 35.08143627367318373)	4376	0.01301	0.02947	-1.86918	0.9492
Point (-83.18596307098530929 33.95821827827882089)	4383	-0.01582	0.01999	1.90488	6.1632
Point (-90.56376969962369117 30.68440582336829081)	4382	-0.00519	0.02904	5.87016	0.73201
Point (-84.51294977182439538 37.7779437449462776)	4381	-0.06093	0.0211	4.8736	28.27579
Point (-103.42694511292873472 46.42185448187511554)	4380	-0.11242	0.02838	2.259	2.1046
Point (-89.52611779912061252 35.38803909818288673)	4355	-0.04188	0.02281	1.24999	5.8426
Point (-113.59670245381420273 47.79959159407472669)	4354	-0.0069	0.04503	-2.33899	29.72639
Point (-96.67736570673399399 46.28590021105353003)	4353	-0.12683	0.0123	2.48589	10.7512
Point (-91.67837086483331177 44.54217335862243488)	4352	-0.1138	0.04924	3.74047	-9.6576
Point (-83.57826101793594376 35.94403248673885543)	4359	-0.01574	0.04665	0.88685	2.197
Point (-99.5808233479205569 45.33837254089011992)	4358	-0.10463	0.02018	1.7077	5.596
Point (-94.43948737749116162 33.42416094291642992)	4357	-0.01979	0.02535	8.08306	-6.5288
Point (-97.29204476210556152 28.2553224689554412)	4356	0.01079	0.02614	-2.71649	-25.9012
Point (-84.00819436464296075 35.1789648029497144)	4363	-0.00234	0.03212	-2.36083	-10.7304
Point (-107.10038376498818025 40.97790270465643658)	4362	0.01781	0.03553	-0.13997	5.8202
Point (-89.40392334555042453 38.1535600858780839)	4361	-0.02123	0.02739	5.24035	30.5504
Point (-108.51071883589757761 32.29702874801053269)	4360	-0.01364	0.0203	-1.60569	-2.3266
Point (-96.49561497513259667 42.91491860588995877)	4367	-0.07825	0.01399	3.12369	12.9422
Point (-101.74450371161108819 38.36482342322412364)	4366	0.00046	0.01915	1.55883	1.9636
Point (-87.04158185007617021 34.6599768781980373)	4365	-0.04575	0.03474	-0.17153	10.63419
Point (-119.85824814877517497 35.73573620156606268)	4364	-0.00238	0.03029	-3.26314	-1.8746
Point (-94.82031803239483736 30.43162138097461167)	4467	-0.00905	0.03662	5.00355	-26.5246
Point (-80.57916859774438478 28.45369262881451178)	4466	-0.03179	0.03493	-2.31216	-4.516
Point (-80.26810013593137683 36.18300678633189449)	4465	0.00015	0.02008	0.37831	10.7842
Point (-111.57940766659413612 35.61208050182844431)	4464	-0.02205	0.01774	1.16016	-4.1264
Point (-112.79834533839263599 48.65012505543592169)	4471	-0.05597	0.03203	0.13482	5.6752
Point (-110.48085037999007341 32.68020204465520351)	4470	0.01744	0.03075	-1.97064	-6.1432
Point (-111.0319948567166648 46.88263263777025713)	4469	0.02321	0.03579	-0.11756	9.4566
Point (-94.10631375722387304 32.03810043857163947)	4468	0.00506	0.02875	7.58744	-22.70501
Point (-100.7887011357784246 32.91726003144806612)	4475	0.00218	0.02379	0.45391	2.1558
Point (-100.50007157957814741 40.2224299450176801)	4474	-0.0862	0.02027	-0.07389	13.146
Point (-124.04813190009946311 46.30124182922433818)	4473	-0.04855	0.02136	8.51374	-4.5462
Point (-68.57923153268234273 45.71967025205779578)	4472	0.02355	0.03024	2.3422	34.3416
Point (-95.26263553551873997 37.94347953081578595)	4479	-0.04504	0.00314	6.23853	11.123
Point (-94.915450698032231 34.43256804068363408)	4478	-0.0943	-0.01123	6.30722	-0.6308
Point (-99.20575202216079447 37.78091082310405113)	4477	-0.0206	0.00945	1.47718	4.407
Point (-95.67910618256158273 44.17868557637771687)	4476	-0.07463	0.0283	2.65826	10.3362
Point (-95.07236016938819034 48.00989306298947668)	4451	-0.06124	0.03579	0.88923	-5.2146
Point (-72.78107518391507824 42.33970756872278685)	4450	0.01092	0.03595	-0.86401	25.165
Point (-94.40876583642150877 38.33852038529811779)	4449	-0.0534	0.02311	5.19417	11.403
Point (-79.03374841609908685 38.56227424586121799)	4448	-0.01418	0.01621	0.35713	4.4928
Point (-114.79453051000629671 48.15057322512938498)	4455	-0.06824	0.0239	1.04828	6.016
Point (-117.6149257060703377 35.4901867686452519)	4454	0.00704	0.04253	-2.82148	0.6248
Point (-80.86096438991322088 32.96004467461746401)	4453	-0.02294	0.02121	6.04857	3.2734
Point (-111.34232619065608105 36.97081905569019966)	4452	-0.0109	0.02657	-0.39803	-0.982
Point (-80.89100672572720896 27.23471237667275346)	4459	-0.02052	0.00836	4.54922	10.26539
Point (-83.73065922306369657 31.52957145336563727)	4458	-0.04264	0.0239	4.42988	0.13561
Point (-107.10553004854318715 33.29592610858488655)	4457	0.01873	0.02815	-0.34661	0.9756
Point (-81.60299232777052225 28.40012700970267545)	4456	-0.02715	0.0327	2.47343	17.4324
Point (-89.78368240494819474 47.99185002364652064)	4463	-0.07366	0.00411	2.34521	-2.4624
Point (-89.93207737283273673 44.98309736799756564)	4462	-0.07008	0.02553	2.34008	-7.7602
Point (-93.19434723079193361 39.79998040178220009)	4461	-0.03819	0.01387	3.36009	17.1568
Point (-98.10727357288541839 47.86896103179555695)	4460	-0.09456	0.0216	3.27174	4.29579
Point (-116.40327710199464661 48.43696449214409228)	4435	-0.03484	0.02951	4.65985	17.1294
Point (-80.80207340657040049 25.35742988842989121)	4434	0.00662	0.03092	0.44168	-12.1204
Point (-87.57832484333845002 47.92627440194323185)	4433				
Point (-107.39347139858089974 42.58497027535443635)	4432	-0.03045	0.02905	0.24282	6.7546
Point (-104.18834676459061939 35.5918424835858076)	4439	0.02008	0.02045	3.96309	1.9364
Point (-83.8646364540617526 33.3028196796607503)	4438	0.00487	0.02353	-1.7195	5.5734
Point (-112.02842163198104686 31.98122860165612025)	4437	0.01402	0.02271	-1.79943	-2.1274
Point (-80.38567776415985122 27.16410252386699042)	4436	-0.03996	0.02057	0.92788	-9.58461
Point (-95.30055159863189829 38.2868029858938641)	4443	-0.08454	0.00334	2.5927	13.36061
Point (-108.59145802841649697 43.64692103603165663)	4442	-0.0267	0.02974	-0.20707	1.8696
Point (-120.07672204506361879 48.95934559383054818)	4441	0.02288	0.04481	3.09941	8.249
Point (-123.41277974884062019 41.1955651561128775)	4440	-0.02759	0.01625	7.04307	8.23059
Point (-87.52236341949246423 35.11845506013761309)	4447	-0.05249	0.02259	-1.75141	-5.73981
Point (-87.6835186082091127 33.03369173884356513)	4446	-0.02682	0.03124	-1.89925	6.2922
Point (-117.67575619996881642 38.28858998929962354)	4445	0.0029	0.0483	-1.27551	-2.6564
Point (-76.86272124259657801 41.92816529935895176)	4444	-0.03127	0.02778	-2.68023	9.8756
Point (-118.36180363025124507 34.05670960275423909)	4419	0.04263	0.02218	-8.93366	-5.0942
Point (-104.88323317253953348 38.5136576290081365)	4418	-0.01697	0.02568	1.7508	-9.0806
Point (-120.75064980714215324 37.44025741107868299)	4417	0.00495	0.03688	-1.04039	-3.2678
Point (-86.66275684120329004 46.80523126412987267)	4416				
Point (-95.26690431946580873 29.82869903559008762)	4423	0.0017	0.03973	8.22869	-24.92379
Point (-99.57715660723816598 46.73585926885077413)	4422	-0.08859	0.02363	2.92607	5.5342
Point (-92.11888514720484977 41.74541082881222565)	4421	-0.08154	0.0105	3.40394	8.3842
Point (-89.2859466739837444 34.77352075477223536)	4420	-0.04807	0.02381	-2.98663	-0.82301
Point (-83.81023563357541661 34.01131993633224226)	4427	0.00806	0.03676	-1.60988	2.9218
Point (-103.77631262958750824 33.90015235983054254)	4426	-0.0206	0.01788	2.28572	-1.8166
Point (-103.07849257076360061 46.19303895957600758)	4425	-0.11311	0.02788	2.56909	2.4596
Point (-120.79858209102619071 40.666725893138576)	4424	0.00245	0.03251	0.73753	2.9044
Point (-100.49638544342380442 31.15814870249589674)	4431	-0.01561	0.01977	2.14136	3.6194
Point (-98.80206214152399014 46.79400780405835292)	4430	-0.10068	0.01982	1.85523	2.1148
Point (-88.31413586159820284 35.02070350843148816)	4429	-0.04965	0.02173	-2.57552	-12.562
Point (-85.28066374586043707 39.71667827490922775)	4428	-0.02226	0.03889	2.73043	9.7692
Point (-97.66804705953354926 44.64621665066107425)	4275	-0.09339	0.01341	2.07654	6.3722
Point (-115.10992889417038043 42.3229030894130176)	4274	-0.03473	0.0404	-0.45098	5.4636
Point (-110.80637341077047608 38.62691024694342445)	4273	-0.0527	0.01866	1.06658	-1.4722
Point (-91.8571282069321029 42.07098184172157573)	4272	-0.07967	0.02216	2.8062	11.5918
Point (-80.85487577029844886 36.44856106801822193)	4279	0.00962	0.01505	2.1877	23.3052
Point (-95.55955692266100243 42.93937058649648009)	4278	-0.04091	0.02495	1.37057	4.6884
Point (-78.50690135122090396 39.71059574711699725)	4277	-0.03126	0.02315	-0.80115	19.0918
Point (-75.00648981957684214 40.87562554506661172)	4276	0.0084	0.03046	-0.89196	27.2444
Point (-110.50706752589098869 44.91607325241500348)	4283	-0.01848	0.03868	-0.21767	9.7474
Point (-100.99529460866992281 36.533193355013033)	4282	0.0022	0.02011	1.06265	-3.107
Point (-108.15562544301425874 40.11785447312816189)	4281	-0.08178	0.02341	0.76995	0.2862
Point (-101.25465476228502837 48.36403034740710893)	4280	-0.09499	0.0237	2.54548	8.3198
Point (-72.80840195871172682 42.73985225570449131)	4287	0.01474	0.03234	-1.19009	19.6582
Point (-88.90170946040029776 38.27014242613735462)	4286	-0.02209	0.02409	5.26792	8.4708
Point (-79.11269285516736716 34.76186749729800596)	4285	-0.01137	0.03587	5.89366	6.5832
Point (-102.22911943029677673 43.68382871380217836)	4284	-0.07571	0.01695	3.01928	2.9738
Point (-106.37200364996908775 38.38584052520629086)	4259	0.00986	0.0422	0.32854	0.8564
Point (-104.41208417668995878 45.90801999384851229)	4258	-0.09187	0.03157	1.01855	6.3308
Point (-91.2284925410906169 39.04109626383238663)	4257	-0.05248	0.02285	8.78851	12.328
Point (-99.59047049311983812 31.9027232098537965)	4256	0.00749	0.01446	5.63474	-0.4238
Point (-87.36868646767496216 44.62738082343840773)	4263	-0.08278	0.01493	0.4021	-5.8904
Point (-105.21243260347966952 35.42531731524915983)	4262	0.01098	0.02302	1.23598	-2.237
Point (-72.21356188654470998 43.43063471505516304)	4261	0.01554	0.03331	0.25055	12.472
Point (-114.40398509465204313 43.35144428737616806)	4260	-0.02229	0.03575	0.39951	3.5792
Point (-74.2310231050380338 39.88833457086033718)	4267	-0.01631	0.0254	2.07766	17.3634
Point (-76.08119081523906857 42.4699087674302902)	4266	-0.03438	0.02509	0.10581	15.075
Point (-121.76147927844962737 38.75811108750308165)	4265	-0.00279	0.0266	-2.03733	-3.786
Point (-96.24291619053929026 45.40988435394339717)	4264	-0.09826	0.02579	4.39768	7.3266
Point (-115.29711898642139545 34.76439909064055911)	4271	-0.0008	0.0335	-2.44753	0.9226
Point (-80.106876855954539 41.18947195431503872)	4270	-0.0102	0.0364	1.75273	15.9884
Point (-103.28921782592576051 35.61474777304032102)	4269	-0.00793	0.00843	3.06728	7.0296
Point (-84.10309087072624834 32.6942734701790414)	4268	0.0144	0.02359	3.14619	10.56381
Point (-96.0430720433048748 37.77873451352687084)	4243	-0.05403	0.0129	4.13238	2.539
Point (-106.10757300794897162 32.46731293718660538)	4242	-0.01532	0.02802	0.72813	0.5706
Point (-101.29307979936503159 37.98024199134000156)	4241	-0.00204	0.0373	-0.45389	-1.602
Point (-118.48654773604880575 46.18370654365534733)	4240	-0.04078	0.03475	0.11234	7.1322
Point (-99.26111458917111463 42.19830965026265801)	4247	-0.09201	0.0264	1.87024	20.3758
Point (-84.22755999167802088 30.59753206453888552)	4246	-0.02599	0.03288	2.24016	18.0974
Point (-115.49158662846639345 37.24870410596033565)	4245	0.00564	0.02314	-1.66746	-2.8624
Point (-78.4055353925106715 35.38223689338600764)	4244	-0.01174	0.01748	5.82277	-4.759
Point (-114.89383739034862231 35.11478721828943605)	4251	-0.00491	0.03752	-2.4284	2.8512
Point (-98.53712755994180839 36.92477506560556577)	4250	-0.01403	-0.00105	0.41386	-13.366
Point (-105.64907960075331061 48.82646960216884224)	4249	-0.08376	0.01166	1.40599	8.3724
Point (-96.09594539504641375 38.16093685245143519)	4248	-0.04531	0.01553	4.39654	13.0982
Point (-107.61882694287281481 45.16288076444940458)	4255	-0.06103	0.02715	0.34516	11.296
Point (-93.88703655925107228 43.33006993177841792)	4254	-0.06087	0.01471	2.14404	-3.256
Point (-99.38760192205108979 47.40748680000073989)	4253	-0.09597	0.02056	0.36281	6.0844
Point (-107.06085009492022664 34.81729219764388006)	4252	0.00079	0.02535	1.35268	-3.9698
Point (-111.75492556625562202 44.50282716319294707)	4227	-0.00942	0.04931	-1.33057	6.7814
Point (-78.63212589598244051 37.89914469550154053)	4226	-0.01514	0.01428	1.97703	15.82841
Point (-103.68910824444284913 40.48363361673784766)	4225	-0.08001	0.00773	4.33713	7.3882
Point (-91.07966241004184837 33.60094977695356988)	4224	-0.0255	0.02519	3.40981	-5.93779
Point (-75.35038088418198754 42.42382295372426881)	4231	-0.01483	0.02331	-0.28367	18.45321
Point (-119.74099124641739422 35.88751297365364223)	4230	-0.00558	0.03108	-2.94695	-1.8318
Point (-98.89536552939146929 46.0562965341137982)	4229	-0.09502	0.02276	3.8007	1.0898
Point (-111.06655444964339097 44.27971808966877632)	4228	-0.00559	0.03824	-0.65901	15.20499
Point (-85.55454441786892517 36.62663890609815098)	4235	-0.04708	0.02965	0.93678	17.46901
Point (-80.70105231257011269 38.18005959837508811)	4234	-0.02652	0.0188	2.39731	0.84701
Point (-74.24895234464425187 39.87895030663117524)	4233	-0.01631	0.0254	2.07766	17.3634
Point (-117.66142682747722858 36.37545090039173346)	4232	0.02207	0.05822	-3.17836	-2.259
Point (-117.65085824557665717 33.47334032828275951)	4239	0.03489	0.0285	-6.72521	1.546
Point (-88.59940914529323663 45.11393008559702622)	4238	-0.07789	0.01387	2.08784	-1.7844
Point (-113.71254275167211745 47.59450969645807561)	4237	-0.02175	0.02915	0.38596	10.3826
Point (-104.26336447266731966 35.60663441469898771)	4236	0.01781	0.01937	4.17182	3.5338
Point (-109.27669764605792579 44.37055227762761689)	4339	-0.03942	0.02533	0.37247	2.7662
Point (-98.79679684909444859 44.65363806393251167)	4338	-0.10105	0.00996	3.69882	13.5372
Point (-70.99762276204886291 42.92028287364367145)	4337	-0.02165	0.02592	-0.10311	23.0864
Point (-103.95415761935572618 42.23023385964280152)	4336	-0.04009	0.02591	1.16716	6.057
Point (-116.47302871963348991 37.37592306855039226)	4343	0.01002	0.03548	-2.08833	-1.9088
Point (-81.55057076235246427 31.77924255012171173)	4342	-0.03296	0.01938	-1.94128	3.28301
Point (-105.68334238344552034 31.32938707593477545)	4341	-0.0075	0.02737	0.12684	0.8642
Point (-121.45083046962440676 48.65771888167300574)	4340	-0.00376	0.03386	21.33834	41.776
Point (-113.57105406885459331 47.37946887336606494)	4347	-0.00734	0.03468	-0.16999	12.861
Point (-121.59468311714167044 46.87539386298657007)	4346	0.03667	0.03687	7.47676	7.8926
Point (-105.24621145864438176 46.30794675565618235)	4345	-0.12681	0.03938	1.79493	5.0054
Point (-91.29592707760011194 44.04409874996861163)	4344	-0.07291	0.04183	3.98312	-0.4952
Point (-112.70906501459833748 36.89421037393329783)	4351	0.00412	0.02414	0.25719	-1.5906
Point (-86.43072247234252359 41.97766270767492358)	4350	-0.025	0.02392	0.36297	16.42739
Point (-98.09110851032927769 43.64040797410978456)	4349	-0.0647	0.02098	1.92723	6.0978
Point (-92.40959372840694641 30.28430436168909523)	4348	-0.00898	0.02362	8.55526	5.11859
Point (-103.58608716239720593 47.28918263334008287)	4323	-0.07824	0.02514	2.7428	5.0388
Point (-99.59220207394935187 47.3649628766031654)	4322	-0.1016	0.02103	1.67239	8.2664
Point (-107.95827594719636977 41.15274540931652325)	4321	-0.04593	0.03482	-0.34792	6.7304
Point (-104.87471053217311123 36.03627511944196726)	4320	-0.00206	0.01791	0.48483	-6.048
Point (-107.38941036981840682 38.73522547196721177)	4327	-0.01943	0.04413	-0.92832	7.6624
Point (-108.48758676987549165 44.7768637052927545)	4326	-0.06835	0.02615	-0.63679	1.5202
Point (-110.83057481634615726 35.19729584813541123)	4325	-0.00536	0.03589	1.60613	-1.075
Point (-74.26590540964718912 43.92747234641664988)	4324	0.03312	0.03502	0.67248	21.0584
Point (-99.34555419913790786 39.23717843498351954)	4331	-0.04659	0.01262	2.58155	2.7236
Point (-98.09875014327883491 38.65009131604128356)	4330	-0.0791	0.01737	3.84652	-5.194
Point (-97.52988286451758881 39.58813416432084864)	4329	-0.1019	0.01959	1.86786	19.935
Point (-97.71990585975341048 33.26899564496270045)	4328	-0.00373	0.01752	6.88638	-0.7274
Point (-75.12419965044199444 43.98291527750797769)	4335	0.02874	0.03484	-0.77238	10.25221
Point (-106.05545914251123918 48.95249883336808239)	4334	-0.09417	0.01835	2.51893	6.7108
Point (-104.20545285820226411 45.74253197900729617)	4333	-0.09283	0.03494	2.16272	6.5696
Point (-109.1360464922711202 37.89010513608627662)	4332	0.01404	0.03268	-0.0783	0.3642
Point (-100.89885285630808198 48.29198446827227542)	4307	-0.13552	0.02254	3.43735	5.9016
Point (-108.97535209886684981 34.8868718399755906)	4306	-0.03958	0.01975	-1.59701	-4.2294
Point (-80.653521284310699 36.17600580483306771)	4305	0.00241	0.00312	0.17803	19.1452
Point (-98.18155940925848313 35.17547254420767189)	4304	0.01407	0.00323	4.75336	-10.7972
Point (-119.21546842364885777 34.61256048429800103)	4311	0.02049	0.03533	-18.86582	-8.171
Point (-71.57664755706375104 42.6277825561524395)	4310	0.01928	0.03328	-2.00071	19.639
Point (-95.20293858540517817 41.29332509414197716)	4309	-0.07526	0.0185	3.32961	11.2652
Point (-94.06864980319897995 39.578816615383694)	4308	-0.0366	0.02659	5.37922	10.4316
Point (-82.90147588584009952 34.38674046598136869)	4315	-0.01141	0.01923	0.38323	-6.262
Point (-118.56224657896294161 43.87347777737656429)	4314	-0.01574	0.01976	-0.21222	1.9736
Point (-115.38455883727323226 46.85424199137391099)	4313	-0.01346	0.0364	1.55357	10.3356
Point (-82.38095455158912728 32.99981967936133032)	4312	-0.02781	0.01793	3.08562	0.4348
Point (-114.82387812713439246 37.16106039428656516)	4319	-0.00399	0.04466	-2.84477	-3.9244
Point (-106.59261494168008255 39.9148463775062865)	4318	-0.03219	0.01636	0.90672	4.6212
Point (-95.24757547651562106 40.62568916953662779)	4317	-0.07206	0.01671	3.03903	14.9292
Point (-98.2914228397210934 44.56676209808635036)	4316	-0.09611	0.01631	2.38134	16.9462
Point (-118.08372367923325896 40.75644432364337888)	4291	-0.03397	0.00392	-0.47015	-3.9412
Point (-120.38706413989244481 40.43625955696671781)	4290	0.01017	0.05513	2.41893	8.8194
Point (-94.93089503685419572 38.87785773541418166)	4289	-0.05845	0.01655	4.90434	6.213
Point (-90.64422069798700932 35.03857897224920492)	4288	-0.01675	0.01997	0.83687	2.9578
Point (-93.31586874697890721 32.08257959196790665)	4295	0.01442	0.03301	6.92754	-19.66041
Point (-108.22117936003803607 35.10030733674476267)	4294	-0.00401	0.02814	-2.80503	-2.407
Point (-77.0332554002306864 35.23042809886466387)	4293	-0.00217	0.02535	5.43244	-1.4584
Point (-107.91814640692493299 48.57577771357571095)	4292	-0.08525	0.0292	3.88742	8.4624
Point (-96.98693086961023369 35.88697675923025088)	4299	0.00858	0.0094	3.25562	-6.6958
Point (-69.30556316239031389 46.01068465820236497)	4298	0.01996	0.03281	-2.30481	4.5856
Point (-104.33652364194361439 42.39046339375762784)	4297	-0.04693	0.02201	0.42998	1.9722
Point (-91.60672031839627039 39.6771166966255393)	4296	-0.05869	0.01595	3.4792	18.114
Point (-82.31522911285424016 30.44999435312023905)	4303	-0.02104	0.02888	2.65695	12.1178
Point (-72.99408250259165243 42.08618347998161369)	4302	0.00776	0.03737	-4.30766	25.4854
Point (-98.79910242955112665 36.84348408456000357)	4301	-0.0076	-0.00146	0.30438	-13.06559
Point (-108.9191013841367095 39.44905882629079485)	4300	-0.04471	0.02242	1.01726	1.4014
Point (-102.10306622769583385 33.04677741397388502)	4147	-0.01266	0.02203	1.43654	2.8714
Point (-76.61995114752468794 40.53138085643659849)	4146	-0.0074	0.02537	-4.72569	18.04321
Point (-117.1787384260949807 37.32829836674822133)	4145	0.024	0.05155	-2.12798	-3.1766
