wkt_geom	id	T_00to10	T_78to14	P_78to14	P_00to10
Point (-78.62142832312875385 40.05289470423806364)	4144	-0.00761	0.01579	-2.09041	25.66
Point (-81.28171729005950397 40.06408823790101792)	4151	-0.03289	0.0442	1.87662	15.4076
Point (-107.19183909131791665 42.47100603470589419)	4150	-0.05291	0.02355	0.39926	5.5904
Point (-117.63484554380420377 38.94486450900554786)	4149	-0.00697	0.04008	-0.68699	-4.1172
Point (-108.61218109085409367 38.05513077817732182)	4148	-0.02334	0.02204	0.1001	-1.085
Point (-75.90983296600512631 44.27272987918333058)	4155	-0.01302	0.03981	0.77765	28.27961
Point (-118.85397338499865327 39.48086097654389448)	4154	-0.02077	0.03387	-0.39178	0.362
Point (-101.98872736042653742 34.86635771278505302)	4153	-0.04252	0.01149	1.68127	-1.2064
Point (-87.62229430351280257 34.06255959994221172)	4152	-0.04776	0.03115	2.494	21.3554
Point (-101.68651762302336294 35.18221464639123042)	4159	0.00861	0.029	2.31357	-0.9626
Point (-105.06506932130062637 32.02050338112665173)	4158	-0.00852	0.01948	0.43605	3.3606
Point (-99.62041663127062918 31.58797335840324294)	4157	-0.0218	0.01206	2.48741	0.7272
Point (-82.32942660908710764 39.03556745570097064)	4156	-0.02451	0.03228	1.68547	13.4532
Point (-73.13944019083616865 43.71976910950724715)	4131	0.00834	0.02454	-0.9217	23.6426
Point (-96.21973722943553753 31.51588162281189653)	4130	-0.02899	0.01537	4.01366	-20.3604
Point (-89.25837216712440636 32.39741198167442349)	4129	-0.041	0.02551	-0.21839	22.1782
Point (-86.54031171568558989 43.16332622650433137)	4128				
Point (-97.45495379394192526 27.36862187664879897)	4135	-0.00598	0.02543	-0.77386	-20.9112
Point (-88.2224019723352626 45.3926369869113131)	4134	-0.05701	0.01392	1.3366	-2.8266
Point (-103.1498812190875185 29.51050343689141897)	4133	-0.00541	0.03204	-0.62862	1.0286
Point (-111.68695235002996924 48.89254798776913447)	4132	-0.0972	0.01509	1.76458	7.3058
Point (-113.79438755220243706 32.6314870065676601)	4139	0.02194	0.05725	-0.6326	3.2136
Point (-100.22817197922171317 38.10231692354668098)	4138	0.00625	0.01352	1.86796	-2.5882
Point (-109.92314932893206958 39.12201930490967783)	4137	-0.00377	0.02781	1.52878	0.0658
Point (-114.19872269426711853 32.72503146644724836)	4136	0.00203	0.04838	-1.11606	2.8462
Point (-92.98807598589965551 40.21535930526700042)	4143	-0.0503	0.01509	1.63557	23.471
Point (-103.35259456661674449 33.93216725323250671)	4142	-0.00497	0.01903	0.65178	-3.5884
Point (-83.79878989712744897 35.42549175531249261)	4141	-0.03403	0.0251	-5.3665	-3.1246
Point (-103.68631516559602801 42.46397570040404901)	4140	-0.03877	0.02348	0.00366	1.9234
Point (-119.44057020597078633 36.9806641370125817)	4115	0	0.03368	-4.50887	1.8236
Point (-111.69026711771617499 34.61121748387356689)	4114	0.01145	0.02412	-2.78268	-2.0604
Point (-116.80253155551159239 35.31488778817896446)	4113	-0.02034	0.03925	-3.43859	-1.7128
Point (-106.98811405026637544 42.11395752721530528)	4112	-0.03267	0.02307	-0.48433	2.1268
Point (-85.9869304539493271 32.77082195525981234)	4119	0.00095	0.03343	-0.75167	11.56901
Point (-94.19327530362949119 33.89622396508181623)	4118	-0.02092	0.01148	2.97658	-2.96021
Point (-120.22164079192977226 37.32245149985831034)	4117	-0.00164	0.02932	-2.74756	-3.9414
Point (-119.94484021490288228 35.91933098583284334)	4116	-0.00912	0.03379	-3.33944	-1.5928
Point (-100.61152302745574616 43.59808175400038976)	4123	-0.09763	0.01084	2.33625	4.39
Point (-95.45630777078140738 35.36852816809664546)	4122	-0.01232	0.01063	7.96967	-12.6422
Point (-116.81590290434928647 43.21775848339210313)	4121	-0.03922	0.04952	-2.44249	0.7092
Point (-98.439597583928105 48.20068499184628763)	4120	-0.08982	0.02329	3.43355	7.92661
Point (-67.46830214890334787 45.14812569211225224)	4127	0.00909	0.02874	2.97328	33.83201
Point (-93.18558436807086309 44.06083674751707946)	4126	-0.07214	0.01685	7.56222	-4.9612
Point (-91.0844731653296833 45.51574679535090695)	4125	-0.0672	0.01498	3.36767	-8.499
Point (-106.37214064037230798 37.82526850416708442)	4124	-0.05476	0.02608	0.82048	-4.3816
Point (-90.00510032320855203 35.33927330872918304)	4099	-0.01852	0.02393	-1.84114	-3.8094
Point (-78.4928857096607544 38.26973693410459987)	4098	0.00377	0.01999	2.59622	17.0992
Point (-84.76368723005890615 35.25905863728761602)	4097	-0.01752	0.03009	2.33986	14.15861
Point (-116.80664817517200049 48.35444779797225578)	4096	-0.01585	0.03456	5.10383	13.504
Point (-95.84203287639392954 33.93948155705201231)	4103	-0.00655	0.02191	3.97962	-6.86279
Point (-120.24559840837115132 35.33155039133254149)	4102	0.01898	0.0388	-5.53092	-4.4622
Point (-112.37225708513928168 41.06408174349930107)	4101	-0.05886	0.03014	3.80619	-4.77599
Point (-89.22612232314853031 37.63444969985181388)	4100	0.00201	0.03033	4.35568	8.09441
Point (-109.07035958267776721 37.61412117703155644)	4107	-0.02897	0.02786	-0.29873	1.1726
Point (-102.80769578531717912 48.98852942363848229)	4106	-0.05917	0.02095	3.59692	5.9468
Point (-90.37949579011859669 42.9275253269433108)	4105	-0.03134	0.03153	1.91972	4.236
Point (-93.82939635042335169 36.38780051566369877)	4104	0.00379	0.01556	3.40797	9.9226
Point (-116.99192002564623749 48.15041845294086187)	4111	-0.02962	0.03509	3.04102	8.648
Point (-90.23908749416040109 42.82582038733281138)	4110	-0.02336	0.03677	1.2867	5.05099
Point (-96.23912928700885061 34.86902098732805655)	4109	-0.01467	0.00535	9.86088	3.70721
Point (-95.52935959788447917 43.47621862289904016)	4108	-0.04271	0.02723	3.88486	15.9978
Point (-117.68354934510011844 34.04308875772795773)	4211	0.05497	0.04584	-8.97066	3.6686
Point (-76.40319475368858093 42.22669239200249081)	4210	-0.00817	0.02837	-0.83216	18.6262
Point (-103.31953422918532226 39.70165990405050138)	4209	-0.05686	0.01433	1.71729	4.7726
Point (-74.85581103908427281 43.31079352277937744)	4208	-0.00409	0.02556	-0.84937	7.25759
Point (-98.40083270047333031 46.91953051933262486)	4215	-0.09583	0.02609	2.09712	0.6408
Point (-101.99228503826526548 45.10974035800725801)	4214	-0.11226	0.02233	2.67048	12.3634
Point (-113.70039489321359838 32.242741839433819)	4213	0.01978	0.04503	-0.6344	2.5282
Point (-124.32614885431384266 42.92121656423708487)	4212	-0.04874	0.02079	3.96358	-12.74199
Point (-117.83264675353423456 43.84934579951418954)	4219	-0.01902	0.02728	-1.55914	3.4356
Point (-102.70787083632303904 33.91194538060795338)	4218	-0.02359	0.01719	2.89754	-1.8908
Point (-88.82652622179972468 39.54700095342879251)	4217	-0.03137	0.02398	3.81915	7.343
Point (-87.1092892708969373 44.05027866164019201)	4216				
Point (-115.5864265745374837 33.90280590844434272)	4223	-0.00029	0.02847	-2.08174	4.838
Point (-113.43502260028891726 43.20707461666190596)	4222	-0.04145	0.03805	-0.59966	3.81
Point (-106.192051328197266 43.53530654102074493)	4221	-0.04771	0.01596	-0.37356	2.8236
Point (-92.11470237509672643 47.20974841517224263)	4220	-0.05427	0.01691	3.71167	-5.5206
Point (-80.94437489912863271 27.10074976319828011)	4195	-0.02312	0.02316	5.06397	11.30861
Point (-108.06847008321987857 40.97830663687730635)	4194	-0.04533	0.03347	0.03822	5.2182
Point (-104.41955680910677984 38.01401332322193127)	4193	-0.03025	0.02326	-0.04464	0.7048
Point (-98.04130134917620865 30.57551201366724314)	4192	0.07503	0.03815	2.62884	-22.5782
Point (-114.5330934213588705 43.26916578801065327)	4199	-0.01971	0.03904	-0.25184	1.777
Point (-117.07923168616713383 36.79968807583132673)	4198	0.05207	0.07518	-2.72166	-3.0836
Point (-102.26620318240179586 35.46663972962163314)	4197	0.00886	0.01776	3.19212	-6.975
Point (-104.12124923621404093 47.7806622303947961)	4196	-0.0792	0.02849	2.34769	5.741
Point (-106.393175948285446 37.89951267621035669)	4203	0.01032	0.04044	-0.27374	-6.2484
Point (-77.8518805137377683 38.05191908977974435)	4202	0.02401	0.02036	-0.57415	12.47661
Point (-78.57043780438613112 43.38163795966485736)	4201	-0.03397	0.03589	-1.92359	18.8554
Point (-82.77586784888184468 44.33443632376193477)	4200				
Point (-92.30043006189619348 29.61082349138168368)	4207	-0.02082	0.03919	2.9396	-19.84319
Point (-114.65338361120595323 43.57285547336174147)	4206	0.02101	0.04814	-4.00205	5.7252
Point (-88.00602404339687723 36.74291349075694058)	4205	-0.04	0.02903	3.67845	6.67419
Point (-120.41525147522274608 45.97781405877626781)	4204	-0.05002	0.03022	2.61482	10.4868
Point (-90.28597112960630966 40.97648780252361433)	4179	-0.07685	0.02224	2.31763	15.85979
Point (-78.51735358776278417 41.42583927286042922)	4178	-0.01531	0.0344	-2.324	10.1992
Point (-102.46430737388516263 42.6229987879420591)	4177	-0.06961	0.01517	-0.30638	6.9714
Point (-87.82006990405334079 44.72645973243891859)	4176				
Point (-98.00139560090933344 42.87234096574265863)	4183	-0.10376	0.01902	3.30396	4.634
Point (-78.36034407315872841 36.61601452400261536)	4182	0.06457	0.03689	4.94246	2.80841
Point (-98.9572472931927507 31.97617138140851623)	4181	-0.00205	0.01375	6.83594	0.603
Point (-108.37339546471835661 33.10952929981145587)	4180	0.0762	0.04922	-1.80441	-2.4672
Point (-73.60589110101233246 44.70121380996060623)	4187	0.01426	0.02527	-0.44208	4.614
Point (-117.79266598601886074 44.93258784286962282)	4186	-0.04503	0.01323	-0.5463	4.3084
Point (-99.80466575089903358 40.68586769773546052)	4185	-0.06717	0.01883	0.74424	14.3132
Point (-103.45156454783243305 42.85313660950876624)	4184	-0.04409	0.02631	0.71471	3.111
Point (-91.69716039714631961 33.76328225096943925)	4191	0.00393	0.03078	2.42834	-0.8106
Point (-102.77619839622110476 41.81543127370429147)	4190	-0.07065	0.02152	1.44365	5.7542
Point (-98.32921208791526624 36.68887500626697573)	4189	-0.01257	0.00275	1.16494	-23.924
Point (-85.95438058640107215 34.40895293853476744)	4188	-0.02619	0.03137	-0.89465	5.675
Point (-92.77538927656101464 40.06725361016909659)	4163	-0.05729	0.01756	1.99146	27.51399
Point (-84.95143134961190867 35.16016933531084732)	4162	-0.01696	0.0314	2.50042	12.7778
Point (-94.45610902578616219 38.42923313067420565)	4161	-0.04732	0.02111	4.53358	9.8076
Point (-73.05206743424224669 41.34168429132800071)	4160	-0.00175	0.01306	-3.78605	9.4342
Point (-83.84164756396026519 36.722550212343819)	4167	-0.00693	0.03438	1.82036	26.29659
Point (-96.97731547598525026 37.03143501089749634)	4166	-0.02069	0.01301	2.97674	-0.596
Point (-115.31292576773550707 34.46076776410152576)	4165	0.00535	0.03331	-1.89438	2.8088
Point (-110.21878286799497459 44.12372282341622309)	4164	0.01927	0.03584	-0.68767	13.4316
Point (-94.9480717634531004 42.83247170405736881)	4171	-0.06886	0.02538	4.38387	4.049
Point (-83.75998825622656341 39.97134401818309613)	4170	-0.03029	0.03891	1.11427	9.4746
Point (-83.63072901242756529 39.90856011025911698)	4169	-0.0438	0.02835	0.66702	10.15959
Point (-86.21503704002483914 33.27727358155235748)	4168	-0.01232	0.02243	1.00263	6.01021
Point (-100.21083335238267864 45.22101092127029887)	4175	-0.11527	0.02145	3.64229	3.5762
Point (-99.48864955999910364 29.26356185973347479)	4174	-0.00076	0.02102	1.05889	-15.7358
Point (-117.58567039142064914 42.73197481620050553)	4173	-0.02817	0.03257	-1.12752	1.7688
Point (-93.810870234394514 33.91025342637270512)	4172	0.00255	0.01744	6.78323	7.29
Point (-92.17168211574499992 36.59390485409601723)	5043	-0.04248	0.01813	5.06448	23.8074
Point (-85.47960249615687189 33.90363847788405138)	5042	-0.01507	0.03336	0.57912	-1.2446
Point (-112.30832548296564255 37.89316719280806467)	5041	-0.03091	0.02749	0.93102	3.6594
Point (-124.25648452441403435 43.02347939477995453)	5040	-0.04764	0.02009	4.96949	-7.2842
Point (-120.56687194201828106 41.48273283553841395)	5047	-0.03928	0.03756	0.38125	-3.55
Point (-106.59729502339021678 33.3284447850116976)	5046	-0.01142	0.02633	-1.00686	-3.2092
Point (-114.7402930745101628 43.12598610104120667)	5045	-0.01979	0.03777	0.16261	3.3536
Point (-85.1094931861423305 38.30798221951854998)	5044	-0.02158	0.03718	2.93714	16.01799
Point (-83.19757049861136977 40.89215969772502035)	5051	-0.05598	0.02895	1.16307	18.2232
Point (-110.53623423038456508 39.491615921358175)	5050	-0.02704	0.02817	0.74272	0.9352
Point (-104.14333232446573163 46.13907081665094267)	5049	-0.0991	0.03192	2.29829	5.4388
Point (-87.65384080555496382 43.98519600450362077)	5048	-0.064	0.01391	1.61611	-0.4838
Point (-90.22908279499498008 31.31926126905500141)	5055	-0.01212	0.03223	2.00742	18.0964
Point (-68.96546790038661356 46.24198168223750116)	5054	0.04192	0.02962	0.46755	19.0532
Point (-98.31298991829800116 42.62998708708663287)	5053	-0.11635	0.01504	2.10231	6.0618
Point (-113.75654210589684112 47.09768547100487979)	5052	0.00434	0.04281	-3.73793	23.3634
Point (-117.21304445372207681 40.89614849021114651)	5027	0.00449	0.02828	0.08227	-2.3628
Point (-104.32171583950616878 41.161615469269762)	5026	-0.05217	0.0114	3.83884	9.0428
Point (-81.49869853106217477 40.61198231946377746)	5025	-0.02481	0.03814	-1.34004	9.21819
Point (-78.61176557798526687 34.92982770033164996)	5024	-0.01633	0.02542	1.74808	-9.81
Point (-107.66698741870561662 43.77237765316455409)	5031	-0.03811	0.02985	1.0672	0.0808
Point (-96.24279327962427999 37.43759128098393063)	5030	-0.02919	0.00535	4.12898	0.046
Point (-111.8332881781383179 43.73817829504599786)	5029	0.0093	0.03378	-0.55408	1.9386
Point (-111.29016692396501753 42.20609856077911104)	5028	-0.028	0.02893	0.93976	3.212
Point (-120.21380900886900633 39.88258274988584162)	5035	-0.01915	0.05197	1.08882	-0.6348
Point (-115.60270581593930217 47.83755386982527114)	5034	-0.07573	0.02856	2.24371	11.7858
Point (-121.68349692850627264 46.32174195838543795)	5033	0.02227	0.04933	7.13302	12.514
Point (-83.79498243395153168 44.42687675350381937)	5032	-0.0904	0.02002	5.18472	13.7736
Point (-94.74700806523871677 32.32535471798314575)	5039	0.00497	0.02583	7.25869	-15.90341
Point (-101.97283629011892003 43.11867990345062651)	5038	-0.08411	0.01085	1.38583	1.2238
Point (-113.60833489539712104 34.90434043941812092)	5037	-0.01402	0.03276	-2.03054	2.7284
Point (-92.14915242476703838 37.10193916716998785)	5036	-0.04443	0.00686	8.61728	27.74041
Point (-92.38143327268716121 42.59487247140599209)	5011	-0.08758	0.02902	2.53228	3.0844
Point (-114.159141334166506 40.53875559634813897)	5010	-0.03252	0.02079	0.52058	0.9326
Point (-85.114369400616539 36.29432089276245677)	5009	-0.03496	0.02897	2.19498	5.4536
Point (-82.92870461064248389 39.91161304175312097)	5008	-0.01812	0.02704	1.04285	11.595
Point (-84.61068712042677475 33.28926987731048825)	5015	0.02041	0.02909	0.91083	-2.22621
Point (-81.78785102680390651 27.25590780636159138)	5014	-0.03514	0.02564	3.25119	-1.25841
Point (-89.44434798324405733 37.88499315989347593)	5013	-0.01351	0.0304	6.06914	15.18099
Point (-90.90114819111312272 31.20521409587207984)	5012	-0.00385	0.0301	4.73795	7.12401
Point (-97.34890150318831559 44.9000968429249383)	5019	-0.09348	0.01967	1.0445	4.1722
Point (-93.66632068104583198 48.00514710636076643)	5018	-0.07817	0.01645	3.58889	-5.0934
Point (-107.90528437081620439 45.50822752826159956)	5017	-0.09273	0.01838	0.21402	7.4876
Point (-94.2003528552353373 38.81122422272488137)	5016	-0.05194	0.02636	0.22352	3.57899
Point (-104.639255045867273 33.17331853261985941)	5023	-0.02557	0.02292	0.88589	1.1592
Point (-90.92072781788525049 46.8295347699084914)	5022	-0.08029	0.01023	3.4572	-5.1964
Point (-121.63430198390916814 45.99311113967122111)	5021	0.02445	0.04321	9.28246	16.799
Point (-118.99271846845658729 40.81422675632592956)	5020	0.00782	0.02762	-0.7155	-3.626
Point (-82.73937248667148481 30.44254645207092835)	4995	-0.00823	0.0298	4.1938	20.6478
Point (-115.06743090081893399 38.95716190657348932)	4994	-0.07996	0.0144	-0.64124	-1.3634
Point (-105.22527109665062994 32.57235869538709494)	4993	0.0082	0.03493	-1.09283	-1.9728
Point (-108.17540792994159915 35.69791218262849952)	4992	-0.02281	0.00817	0.37469	0.0642
Point (-75.49638204728481128 38.69724023243259126)	4999	0.04335	0.03295	1.74562	-4.57001
Point (-92.95497351859373225 33.27306894255023906)	4998	-0.02044	0.01508	6.05621	-9.6306
Point (-98.54007884380214932 44.37704811319316889)	4997	-0.08869	0.01361	2.88606	18.7812
Point (-114.12231108060595375 35.83784548168615203)	4996	-0.03656	0.04497	-1.87704	-0.2176
Point (-119.32451655479566455 44.94205747492154046)	5003	-0.03253	0.03793	-2.56962	-1.0214
Point (-109.99854559083907191 37.11776737131699377)	5002	-0.05381	0.03148	0.18481	0.4526
Point (-108.44811091811840242 43.63153704030115421)	5001	-0.04432	0.02737	-0.00191	2.3556
Point (-81.1473235074908672 42.00698533205491714)	5000				
Point (-100.81881883124567878 43.92135091136321989)	5007	-0.0738	0.02091	2.85526	8.3368
Point (-112.79870887305041549 44.01695025389513205)	5006	-0.00771	0.02954	-1.31788	0.3524
Point (-102.06132908363166223 29.97440214515518875)	5005	0.01097	0.04267	0.18309	5.1008
Point (-117.03384205254549499 34.72274016789039308)	5004	-0.00416	0.04934	-3.86527	2.6926
Point (-108.30518822068002294 47.4666967143001628)	5107	-0.08733	0.02632	1.87098	10.1882
Point (-122.44936494418723782 39.37207689305483882)	5106	0.01332	0.05336	-0.58517	-9.0708
Point (-88.14416557896151971 30.68221715373842784)	5105	-0.01096	0.01822	4.02942	29.32799
Point (-115.92700056283460697 39.55450653872085098)	5104	-0.02419	0.00681	-0.79635	-0.335
Point (-120.53706368356917267 47.17407974243364777)	5111	0.0445	0.05424	3.37167	6.472
Point (-104.74232421615863586 45.77123807090205077)	5110	-0.09283	0.03557	0.69412	7.661
Point (-96.24698945254114335 40.2771835314484008)	5109	-0.09343	0.0119	0.15377	-2.466
Point (-110.76162234273277818 41.40100928717315298)	5108	-0.02426	0.03966	0.95361	0.436
Point (-114.01444062153571224 43.95250544188743902)	5115	0.03069	0.04031	-0.63217	3.9954
Point (-87.87273320552165501 43.99849070834998344)	5114	-0.06232	0.0198	2.49969	5.2486
Point (-81.80409045380704924 28.32859737370257491)	5113	-0.03329	0.02747	4.40681	13.55801
Point (-113.71985236298745292 42.88972397903889799)	5112	-0.03955	0.0385	0.16754	3.0436
Point (-113.22214236276059296 38.27397508507183943)	5119	-0.04111	0.02822	-0.30065	5.1686
Point (-85.99347540256039224 36.91297346968915605)	5118	-0.05076	0.02849	1.86363	16.8144
Point (-95.39096422354570848 35.80797764208509193)	5117	-0.0038	0.01254	5.75801	-0.9598
Point (-115.79899610946507948 38.34960220032574085)	5116	-0.03469	0.02073	-1.17902	-1.026
Point (-73.61546002698953828 41.67974507125224193)	5091	-0.00834	0.02965	-3.01759	24.13799
Point (-103.04790419543550684 38.65404761714331272)	5090	-0.02491	0.01283	0.80879	1.515
Point (-98.62836649028825775 36.7382776634675281)	5089	-0.01344	-0.00584	0.98106	-14.9642
Point (-89.98528686250324427 32.92392332313298908)	5088	-0.02245	0.03893	-0.23362	12.36019
Point (-84.66599302536428695 31.35134227637449911)	5095	-0.02412	0.02032	4.25478	-0.3528
Point (-102.92935443178336641 30.09134199983157743)	5094	-0.01403	0.03696	-0.07894	7.755
Point (-72.52516493262302788 42.22154898278382262)	5093	0.00432	0.02408	-1.78125	27.8328
Point (-107.41369354675607894 43.58989819485736916)	5092	-0.04197	0.02988	-0.27035	0.5552
Point (-110.70494081045605128 41.14586131437064154)	5099	-0.02989	0.03284	1.01157	5.1028
