wkt_geom	fid	id	T_78to14	P_78to14
Point (-76.2383329800000098 40.46666627000004013)	767	766	0.03205	-83.15759
Point (-76.19666631000001189 40.42499960000004222)	808	807	0.03209	-62.80469
Point (-75.94666629000002445 39.92499956000006733)	1294	1293	0.03211	-4.84546
Point (-75.77999961000003282 40.92499964000001711)	338	337	0.03213	-121.8988
Point (-75.86333295000002863 40.50833294000003804)	736	735	0.03213	8.21509
Point (-75.90499962000002654 40.79999963000002339)	455	454	0.03215	-135.26917
Point (-75.90499962000002654 40.84166630000002129)	415	414	0.03216	-63.90271
Point (-76.44666632999999933 40.63333295000003176)	602	601	0.03217	-131.47729
Point (-76.2799996500000077 40.59166628000003385)	646	645	0.0322	-84.43457
Point (-75.82166628000003072 40.42499960000004222)	817	816	0.03222	-39.50122
Point (-75.82166628000003072 40.92499964000001711)	337	336	0.03228	-112.65698
Point (-76.2383329800000098 40.50833294000003804)	727	726	0.03228	-111.68091
Point (-75.86333295000002863 40.67499962000002967)	576	575	0.03228	-36.22742
Point (-76.2383329800000098 40.8833329700000192)	367	366	0.03232	-67.72339
Point (-75.86333295000002863 40.92499964000001711)	336	335	0.03234	-107.08301
Point (-76.19666631000001189 40.84166630000002129)	408	407	0.03235	-102.20398
Point (-76.48833299999999724 40.63333295000003176)	601	600	0.03236	-110.95313
Point (-75.82166628000003072 40.17499958000005478)	1057	1056	0.03237	-30.38184
Point (-75.86333295000002863 40.63333295000003176)	616	615	0.03238	-18.35815
Point (-76.15499964000001398 40.8833329700000192)	369	368	0.03242	-56.10376
Point (-75.61333293000004119 39.67499954000007989)	1542	1541	0.03244	78.71069
Point (-75.73833294000003491 40.92499964000001711)	339	338	0.03249	-109.00476
Point (-75.86333295000002863 40.59166628000003385)	656	655	0.03251	-16.95374
Point (-76.15499964000001398 40.42499960000004222)	809	808	0.03253	-39.57654
Point (-75.86333295000002863 40.25833292000005059)	976	975	0.03254	-41.18872
Point (-76.40499966000000143 40.63333295000003176)	603	602	0.03254	-137.69604
Point (-76.11333297000001608 41.25833300000000037)	10	9	0.03255	-79.51379
Point (-75.86333295000002863 40.46666627000004013)	776	775	0.03255	-4.6366
Point (-76.19666631000001189 40.46666627000004013)	768	767	0.03258	-83.60938
Point (-75.40499958000005165 40.13333291000005687)	1107	1106	0.03262	10.59558
Point (-75.86333295000002863 40.54999961000003594)	696	695	0.03264	2.03796
Point (-75.94666629000002445 40.79999963000002339)	454	453	0.03265	-183.83679
Point (-75.82166628000003072 40.96666631000001502)	297	296	0.03265	-127.14539
Point (-75.86333295000002863 40.96666631000001502)	296	295	0.0327	-115.31018
Point (-75.90499962000002654 40.75833296000002548)	495	494	0.03271	-108.6554
Point (-75.90499962000002654 40.8833329700000192)	375	374	0.03272	-74.48157
Point (-76.2383329800000098 41.09166632000000874)	167	166	0.03272	-69.41394
Point (-75.40499958000005165 40.09166624000005896)	1147	1146	0.03272	3.04541
Point (-75.86333295000002863 40.09166624000005896)	1136	1135	0.03274	-24.70496
Point (-75.94666629000002445 40.84166630000002129)	414	413	0.03275	-126.50317
Point (-76.07166630000001817 40.84166630000002129)	411	410	0.0328	-143.5083
Point (-76.15499964000001398 40.46666627000004013)	769	768	0.03292	-66.40137
Point (-76.07166630000001817 40.00833290000006315)	1211	1210	0.03292	14.71704
Point (-75.90499962000002654 40.92499964000001711)	335	334	0.03293	-117.41931
Point (-75.61333293000004119 40.96666631000001502)	302	301	0.03295	-126.05078
Point (-75.77999961000003282 40.96666631000001502)	298	297	0.03296	-133.49561
Point (-76.07166630000001817 40.8833329700000192)	371	370	0.03299	-108.7428
Point (-76.11333297000001608 41.21666633000000246)	50	49	0.033	-82.24017
Point (-76.2383329800000098 40.92499964000001711)	327	326	0.03303	-37.78699
Point (-76.19666631000001189 40.50833294000003804)	728	727	0.03306	-104.84375
Point (-76.2383329800000098 40.54999961000003594)	687	686	0.03309	-111.09119
Point (-75.86333295000002863 40.21666625000005268)	1016	1015	0.0331	-43.64209
Point (-76.07166630000001817 40.25833292000005059)	971	970	0.03311	-20.92957
Point (-76.11333297000001608 40.8833329700000192)	370	369	0.03314	-70.37512
Point (-76.32166632000000561 40.63333295000003176)	605	604	0.03314	-107.15076
Point (-76.2383329800000098 40.59166628000003385)	647	646	0.03317	-85.65259
Point (-76.15499964000001398 40.79999963000002339)	449	448	0.03321	-130.40955
Point (-75.90499962000002654 40.96666631000001502)	295	294	0.03321	-116.35657
Point (-75.61333293000004119 40.8833329700000192)	382	381	0.03321	-66.17896
Point (-75.86333295000002863 40.13333291000005687)	1096	1095	0.03321	-20.98816
Point (-76.02999963000002026 40.84166630000002129)	412	411	0.03322	-162.9928
Point (-76.07166630000001817 40.21666625000005268)	1011	1010	0.03322	-22.78943
Point (-76.2799996500000077 40.63333295000003176)	606	605	0.03324	-99.99316
Point (-76.36333299000000352 40.63333295000003176)	604	603	0.03326	-128.50891
Point (-76.19666631000001189 40.92499964000001711)	328	327	0.03329	-39.19299
Point (-76.07166630000001817 40.2999995900000485)	931	930	0.03329	-12.02979
Point (-76.07166630000001817 41.25833300000000037)	11	10	0.0333	-93.38654
Point (-75.90499962000002654 40.71666629000002757)	535	534	0.0333	-78.98401
Point (-75.32166624000005584 39.88333289000006943)	1349	1348	0.0333	53.43445
Point (-76.2383329800000098 40.84166630000002129)	407	406	0.03331	-98.32666
Point (-76.07166630000001817 40.34166626000004641)	891	890	0.03333	-9.60034
Point (-75.90499962000002654 39.92499956000006733)	1295	1294	0.03333	-20.46069
Point (-75.98833296000002235 40.79999963000002339)	453	452	0.03335	-197.57788
Point (-75.61333293000004119 41.00833298000001292)	262	261	0.03335	-115.18433
Point (-76.02999963000002026 40.8833329700000192)	372	371	0.03335	-176.5625
Point (-75.23833290000006002 39.84166622000007152)	1391	1390	0.03335	62.72583
Point (-75.65499960000003909 40.96666631000001502)	301	300	0.03336	-110.94836
Point (-75.98833296000002235 40.84166630000002129)	413	412	0.03339	-159.35681
Point (-75.94666629000002445 40.8833329700000192)	374	373	0.03339	-132.87817
Point (-75.90499962000002654 40.25833292000005059)	975	974	0.03339	-33.47949
Point (-75.27999957000005793 39.92499956000006733)	1310	1309	0.03339	30.01636
Point (-76.19666631000001189 41.09166632000000874)	168	167	0.03344	-52.43823
Point (-76.19666631000001189 40.79999963000002339)	448	447	0.03346	-127.27222
Point (-76.2383329800000098 40.63333295000003176)	607	606	0.03347	-108.81323
Point (-76.15499964000001398 40.92499964000001711)	329	328	0.03349	-78.29907
Point (-76.15499964000001398 40.09166624000005896)	1129	1128	0.03349	25.84351
Point (-75.94666629000002445 40.75833296000002548)	494	493	0.03353	-145.24597
Point (-76.11333297000001608 40.79999963000002339)	450	449	0.03356	-132.82788
Point (-76.15499964000001398 41.13333299000000665)	129	128	0.03356	-89.64618
Point (-76.07166630000001817 40.79999963000002339)	451	450	0.03359	-141.30981
Point (-76.2799996500000077 40.8833329700000192)	366	365	0.0336	-139.99988
Point (-75.98833296000002235 40.8833329700000192)	373	372	0.03366	-172.1228
Point (-75.696666270000037 40.92499964000001711)	340	339	0.03367	-125.10132
Point (-76.2799996500000077 40.92499964000001711)	326	325	0.03367	-99.78076
Point (-76.2799996500000077 40.67499962000002967)	566	565	0.03368	-122.60767
Point (-75.27999957000005793 39.84166622000007152)	1390	1389	0.03368	81.37158
Point (-75.61333293000004119 40.92499964000001711)	342	341	0.03369	-101.32446
Point (-76.07166630000001817 41.21666633000000246)	51	50	0.03369	-90.04077
Point (-75.90499962000002654 40.67499962000002967)	575	574	0.03369	-68.62817
Point (-75.82166628000003072 40.04999957000006106)	1177	1176	0.0337	-63.94495
Point (-76.11333297000001608 40.46666627000004013)	770	769	0.03371	-49.34863
Point (-76.02999963000002026 40.79999963000002339)	452	451	0.03372	-166.03296
Point (-76.32166632000000561 40.67499962000002967)	565	564	0.03374	-140.46753
Point (-75.94666629000002445 40.92499964000001711)	334	333	0.03375	-147.27026
Point (-75.98833296000002235 40.92499964000001711)	333	332	0.03376	-173.66833
Point (-75.86333295000002863 40.17499958000005478)	1056	1055	0.03376	-32.91577
Point (-75.73833294000003491 40.96666631000001502)	299	298	0.03381	-100.9585
Point (-76.07166630000001817 40.17499958000005478)	1051	1050	0.03388	-6.99988
Point (-75.86333295000002863 40.34166626000004641)	896	895	0.0339	-34.05774
Point (-76.40499966000000143 40.67499962000002967)	563	562	0.03391	-147.48816
Point (-76.2799996500000077 40.71666629000002757)	526	525	0.03391	-156.5813
Point (-76.02999963000002026 40.00833290000006315)	1212	1211	0.03394	3.47473
Point (-76.36333299000000352 40.67499962000002967)	564	563	0.03397	-169.95508
Point (-75.90499962000002654 40.63333295000003176)	615	614	0.03399	-53.37756
Point (-75.696666270000037 40.8833329700000192)	380	379	0.03402	-103.53638
Point (-75.90499962000002654 40.21666625000005268)	1015	1014	0.03403	-37.76294
Point (-75.86333295000002863 41.00833298000001292)	256	255	0.03404	-98.90906
Point (-75.94666629000002445 40.96666631000001502)	294	293	0.03405	-125.45801
Point (-76.2383329800000098 40.71666629000002757)	527	526	0.03408	-149.13928
Point (-75.90499962000002654 40.50833294000003804)	735	734	0.03409	-7.10718
Point (-75.98833296000002235 40.75833296000002548)	493	492	0.0341	-166.93958
Point (-75.86333295000002863 40.2999995900000485)	936	935	0.0341	-24.43542
Point (-75.696666270000037 40.96666631000001502)	300	299	0.03412	-83.80212
Point (-75.65499960000003909 40.92499964000001711)	341	340	0.03412	-134.42163
Point (-76.40499966000000143 41.09166632000000874)	163	162	0.03412	-130.82794
Point (-76.2799996500000077 40.84166630000002129)	406	405	0.03414	-121.80408
Point (-76.11333297000001608 40.92499964000001711)	330	329	0.03416	-116.71228
Point (-76.02999963000002026 40.21666625000005268)	1012	1011	0.03418	-19.52917
Point (-76.2383329800000098 40.67499962000002967)	567	566	0.0342	-123.96936
Point (-75.98833296000002235 39.96666623000006524)	1253	1252	0.0342	0.13696
Point (-76.19666631000001189 40.96666631000001502)	288	287	0.03421	-94.21155
Point (-75.90499962000002654 40.59166628000003385)	655	654	0.03421	-59.34436
Point (-76.02999963000002026 40.25833292000005059)	972	971	0.03423	-26.98242
Point (-75.90499962000002654 40.09166624000005896)	1135	1134	0.03423	-15.25879
Point (-76.11333297000001608 41.17499966000000455)	90	89	0.03424	-90.84216
Point (-76.15499964000001398 40.50833294000003804)	729	728	0.03424	-97.36475
Point (-76.2383329800000098 40.96666631000001502)	287	286	0.03425	-85.9845
Point (-76.32166632000000561 40.71666629000002757)	525	524	0.03426	-177.07898
Point (-76.19666631000001189 40.54999961000003594)	688	687	0.03427	-129.00183
Point (-76.2383329800000098 41.04999965000001083)	207	206	0.03428	-42.6532
Point (-75.82166628000003072 41.00833298000001292)	257	256	0.03429	-129.17444
Point (-76.15499964000001398 40.96666631000001502)	289	288	0.03431	-91.1189
Point (-76.19666631000001189 41.04999965000001083)	208	207	0.03431	-44.88495
Point (-76.19666631000001189 40.75833296000002548)	488	487	0.03438	-164.99231
Point (-76.2799996500000077 41.04999965000001083)	206	205	0.03439	-62.32837
Point (-76.44666632999999933 40.67499962000002967)	562	561	0.03441	-102.87708
Point (-75.36333291000005374 40.09166624000005896)	1148	1147	0.03444	7.64087
Point (-76.2383329800000098 40.75833296000002548)	487	486	0.03448	-173.22314
Point (-76.19666631000001189 41.00833298000001292)	248	247	0.03448	-75.81818
Point (-76.15499964000001398 41.09166632000000874)	169	168	0.03449	-47.10419
Point (-75.65499960000003909 41.00833298000001292)	261	260	0.03454	-104.09839
Point (-75.86333295000002863 40.42499960000004222)	816	815	0.03455	-31.96436
Point (-75.696666270000037 41.00833298000001292)	260	259	0.03456	-102.8407
Point (-75.90499962000002654 40.54999961000003594)	695	694	0.03457	-18.29285
Point (-76.2799996500000077 40.75833296000002548)	486	485	0.03461	-166.03137
Point (-76.02999963000002026 40.75833296000002548)	492	491	0.03461	-152.03662
Point (-75.86333295000002863 40.38333293000004431)	856	855	0.03463	-31.2417
Point (-75.36333291000005374 40.13333291000005687)	1108	1107	0.03463	31.23389
Point (-76.15499964000001398 40.75833296000002548)	489	488	0.03464	-158.65063
Point (-76.15499964000001398 41.00833298000001292)	249	248	0.03464	-64.34198
Point (-75.90499962000002654 40.46666627000004013)	775	774	0.03464	-7.54456
Point (-76.02999963000002026 40.92499964000001711)	332	331	0.03465	-172.13586
Point (-76.19666631000001189 40.71666629000002757)	528	527	0.03465	-142.83777
Point (-75.23833290000006002 39.88333289000006943)	1351	1350	0.03468	82.05127
Point (-76.19666631000001189 40.63333295000003176)	608	607	0.03474	-111.37012
Point (-75.73833294000003491 41.00833298000001292)	259	258	0.03475	-121.90857
Point (-76.32166632000000561 40.8833329700000192)	365	364	0.03477	-112.52368
Point (-75.94666629000002445 40.71666629000002757)	534	533	0.03477	-102.91589
Point (-76.07166630000001817 40.75833296000002548)	491	490	0.03479	-134.70056
Point (-75.90499962000002654 41.00833298000001292)	255	254	0.0348	-99.22754
Point (-76.19666631000001189 40.59166628000003385)	648	647	0.0348	-103.50012
Point (-75.94666629000002445 40.25833292000005059)	974	973	0.03481	-28.54431
Point (-76.32166632000000561 40.84166630000002129)	405	404	0.03482	-139.32788
Point (-75.77999961000003282 41.00833298000001292)	258	257	0.03482	-146.80872
Point (-76.2383329800000098 41.00833298000001292)	247	246	0.03482	-84.83618
Point (-76.07166630000001817 40.46666627000004013)	771	770	0.03485	-43.18896
Point (-76.11333297000001608 40.96666631000001502)	290	289	0.03486	-109.38977
Point (-75.65499960000003909 40.8833329700000192)	381	380	0.03486	-99.34045
Point (-76.15499964000001398 41.04999965000001083)	209	208	0.03488	-59.91632
Point (-76.11333297000001608 40.75833296000002548)	490	489	0.03491	-142.49719
Point (-76.48833299999999724 40.67499962000002967)	561	560	0.03492	-81.98718
Point (-76.2383329800000098 40.79999963000002339)	447	446	0.03496	-128.47327
Point (-76.02999963000002026 41.25833300000000037)	12	11	0.035	-116.43866
Point (-75.98833296000002235 40.25833292000005059)	973	972	0.03501	-24.86157
Point (-76.32166632000000561 40.92499964000001711)	325	324	0.03502	-129.17358
Point (-76.36333299000000352 40.71666629000002757)	524	523	0.03505	-178.10852
Point (-76.11333297000001608 41.13333299000000665)	130	129	0.0351	-66.4248
Point (-75.98833296000002235 40.21666625000005268)	1013	1012	0.03512	-17.63782
Point (-76.2799996500000077 40.96666631000001502)	286	285	0.03515	-79.18518
Point (-76.02999963000002026 40.17499958000005478)	1052	1051	0.03515	-1.19727
Point (-76.11333297000001608 41.09166632000000874)	170	169	0.03523	-40.09717
Point (-76.11333297000001608 40.13333291000005687)	1090	1089	0.03523	-0.00122
Point (-76.32166632000000561 41.04999965000001083)	205	204	0.03532	-97.14655
Point (-76.02999963000002026 40.2999995900000485)	932	931	0.03532	-6.83325
Point (-76.32166632000000561 40.75833296000002548)	485	484	0.03533	-136.40662
Point (-76.19666631000001189 40.67499962000002967)	568	567	0.03533	-125.05945
Point (-76.2799996500000077 41.00833298000001292)	246	245	0.03536	-89.41803
Point (-76.11333297000001608 41.04999965000001083)	210	209	0.03538	-72.32294
Point (-76.11333297000001608 41.00833298000001292)	250	249	0.03539	-74.56934
Point (-76.07166630000001817 41.17499966000000455)	91	90	0.03539	-94.01721
Point (-76.11333297000001608 40.50833294000003804)	730	729	0.0354	-84.66663
Point (-75.90499962000002654 40.2999995900000485)	935	934	0.03543	-20.50549
Point (-75.90499962000002654 40.13333291000005687)	1095	1094	0.03544	-17.08032
Point (-75.98833296000002235 40.71666629000002757)	533	532	0.03545	-118.35767
Point (-76.07166630000001817 40.92499964000001711)	331	330	0.03546	-148.38257
Point (-75.90499962000002654 40.17499958000005478)	1055	1054	0.03549	-27.25537
Point (-75.94666629000002445 40.67499962000002967)	574	573	0.0355	-84.96814
Point (-75.94666629000002445 40.09166624000005896)	1134	1133	0.0355	-14.52014
Point (-76.07166630000001817 40.96666631000001502)	291	290	0.03552	-136.32458
Point (-75.65499960000003909 41.04999965000001083)	221	220	0.03552	-164.66541
Point (-76.2799996500000077 40.79999963000002339)	446	445	0.03554	-129.92053
Point (-75.82166628000003072 39.96666623000006524)	1257	1256	0.03559	-53.73315
Point (-75.696666270000037 41.04999965000001083)	220	219	0.03561	-145.83423
Point (-75.94666629000002445 40.21666625000005268)	1014	1013	0.03562	-24.85168
Point (-76.07166630000001817 41.13333299000000665)	131	130	0.03563	-80.10516
Point (-76.40499966000000143 40.71666629000002757)	523	522	0.03563	-127.15601
Point (-75.86333295000002863 40.04999957000006106)	1176	1175	0.03566	-56.54492
Point (-76.15499964000001398 40.71666629000002757)	529	528	0.03574	-137.44202
Point (-76.02999963000002026 41.21666633000000246)	52	51	0.03582	-99.51459
Point (-76.02999963000002026 40.71666629000002757)	532	531	0.0359	-136.3374
Point (-76.44666632999999933 40.71666629000002757)	522	521	0.03592	-117.63281
Point (-76.32166632000000561 40.79999963000002339)	445	444	0.03598	-136.72778
Point (-75.94666629000002445 40.2999995900000485)	934	933	0.03601	-6.53442
Point (-76.07166630000001817 41.09166632000000874)	171	170	0.03603	-66.25983
Point (-76.11333297000001608 40.04999957000006106)	1170	1169	0.03605	33.11914
Point (-76.02999963000002026 40.42499960000004222)	812	811	0.03609	-32.09583
Point (-75.94666629000002445 40.50833294000003804)	734	733	0.0361	-29.04639
Point (-75.98833296000002235 40.96666631000001502)	293	292	0.03612	-144.11426
Point (-76.44666632999999933 41.09166632000000874)	162	161	0.03612	-132.26459
Point (-76.07166630000001817 41.00833298000001292)	251	250	0.03613	-94.46271
Point (-75.94666629000002445 40.46666627000004013)	774	773	0.03613	-14.13672
Point (-75.98833296000002235 40.00833290000006315)	1213	1212	0.03617	-5.18323
Point (-76.36333299000000352 40.8833329700000192)	364	363	0.03619	-100.24597
Point (-76.07166630000001817 41.04999965000001083)	211	210	0.03622	-89.12695
Point (-75.73833294000003491 41.04999965000001083)	219	218	0.03624	-134.41064
Point (-75.94666629000002445 40.63333295000003176)	614	613	0.03632	-96.55383
Point (-76.32166632000000561 40.96666631000001502)	285	284	0.03633	-97.49841
Point (-76.32166632000000561 41.00833298000001292)	245	244	0.03633	-106.422
Point (-76.11333297000001608 40.71666629000002757)	530	529	0.03633	-138.50366
Point (-75.98833296000002235 40.17499958000005478)	1053	1052	0.03633	-4.0874
Point (-75.98833296000002235 41.25833300000000037)	13	12	0.03634	-128.255
Point (-76.48833299999999724 40.71666629000002757)	521	520	0.03635	-93.97717
Point (-75.98833296000002235 40.09166624000005896)	1133	1132	0.03636	-18.28394
Point (-76.07166630000001817 40.50833294000003804)	731	730	0.03637	-76.26404
Point (-75.98833296000002235 40.04999957000006106)	1173	1172	0.03638	-14.11536
Point (-76.02999963000002026 40.96666631000001502)	292	291	0.03642	-148.31763
Point (-76.15499964000001398 40.67499962000002967)	569	568	0.03642	-137.51306
Point (-76.02999963000002026 40.04999957000006106)	1172	1171	0.03642	-1.0321
Point (-76.36333299000000352 40.84166630000002129)	404	403	0.03643	-131.84778
Point (-75.82166628000003072 40.00833290000006315)	1217	1216	0.03644	-68.54895
Point (-76.15499964000001398 40.54999961000003594)	689	688	0.03645	-165.70789
Point (-76.02999963000002026 41.13333299000000665)	132	131	0.03649	-85.54657
Point (-76.36333299000000352 40.75833296000002548)	484	483	0.03652	-119.82629
Point (-76.07166630000001817 40.71666629000002757)	531	530	0.03652	-140.02222
Point (-76.07166630000001817 40.13333291000005687)	1091	1090	0.03653	7.06885
Point (-76.02999963000002026 41.17499966000000455)	92	91	0.03654	-91.2948
Point (-76.02999963000002026 40.46666627000004013)	772	771	0.03656	-36.79102
Point (-76.40499966000000143 40.75833296000002548)	483	482	0.03658	-129.229
Point (-75.98833296000002235 40.2999995900000485)	933	932	0.0366	5.96472
Point (-76.02999963000002026 40.13333291000005687)	1092	1091	0.0366	5.64063
Point (-76.02999963000002026 41.00833298000001292)	252	251	0.03661	-121.1308
Point (-75.94666629000002445 40.13333291000005687)	1094	1093	0.03661	-10.05371
Point (-75.94666629000002445 41.25833300000000037)	14	13	0.03666	-110.12775
Point (-75.98833296000002235 40.46666627000004013)	773	772	0.03668	-25.32715
Point (-75.98833296000002235 40.13333291000005687)	1093	1092	0.03668	-2.32007
Point (-75.90499962000002654 40.42499960000004222)	815	814	0.03671	-11.06433
Point (-75.94666629000002445 40.17499958000005478)	1054	1053	0.03674	-13.8446
Point (-76.15499964000001398 40.63333295000003176)	609	608	0.03675	-115.80579
Point (-75.98833296000002235 41.00833298000001292)	253	252	0.03687	-123.38232
Point (-76.36333299000000352 40.92499964000001711)	324	323	0.03688	-112.60852
Point (-75.94666629000002445 40.54999961000003594)	694	693	0.03688	-29.76636
Point (-75.94666629000002445 40.04999957000006106)	1174	1173	0.03692	-27.07056
Point (-75.98833296000002235 40.67499962000002967)	573	572	0.03693	-94.42139
Point (-75.98833296000002235 41.21666633000000246)	53	52	0.03694	-72.133
Point (-76.11333297000001608 40.67499962000002967)	570	569	0.03694	-137.87427
Point (-75.65499960000003909 41.09166632000000874)	181	180	0.03695	-190.09021
Point (-76.36333299000000352 40.79999963000002339)	444	443	0.03696	-145.60913
Point (-75.94666629000002445 41.00833298000001292)	254	253	0.03699	-101.97485
Point (-76.07166630000001817 40.04999957000006106)	1171	1170	0.03702	17.54321
Point (-76.02999963000002026 41.09166632000000874)	172	171	0.03703	-84.95215
Point (-76.02999963000002026 41.04999965000001083)	212	211	0.03704	-107.84393
Point (-75.94666629000002445 40.59166628000003385)	654	653	0.03704	-88.61658
Point (-76.02999963000002026 40.50833294000003804)	732	731	0.03707	-68.17737
Point (-75.90499962000002654 40.04999957000006106)	1175	1174	0.03711	-42.97461
Point (-76.15499964000001398 40.59166628000003385)	649	648	0.03713	-119.85376
Point (-76.02999963000002026 40.38333293000004431)	852	851	0.03721	-34.40344
Point (-75.90499962000002654 40.34166626000004641)	895	894	0.03725	-34.35181
Point (-75.98833296000002235 40.50833294000003804)	733	732	0.03731	-56.30518
Point (-76.02999963000002026 40.34166626000004641)	892	891	0.03733	-7.32739
Point (-76.44666632999999933 40.75833296000002548)	482	481	0.03737	-123.36108
Point (-76.02999963000002026 40.67499962000002967)	572	571	0.03738	-107.27222
Point (-76.07166630000001817 40.67499962000002967)	571	570	0.03744	-119.26575
Point (-76.36333299000000352 41.04999965000001083)	204	203	0.03752	-124.74854
Point (-75.90499962000002654 41.25833300000000037)	15	14	0.03754	-79.36035
Point (-75.98833296000002235 41.04999965000001083)	213	212	0.03762	-106.4693
Point (-75.98833296000002235 41.09166632000000874)	173	172	0.03765	-86.44818
Point (-75.98833296000002235 41.13333299000000665)	133	132	0.03768	-75.18481
Point (-75.98833296000002235 41.17499966000000455)	93	92	0.0377	-87.33722
Point (-75.27999957000005793 39.88333289000006943)	1350	1349	0.03781	69.79993
Point (-75.90499962000002654 40.38333293000004431)	855	854	0.03787	-8.34229
Point (-76.40499966000000143 40.79999963000002339)	443	442	0.03789	-125.70276
Point (-75.94666629000002445 41.04999965000001083)	214	213	0.0379	-81.05139
Point (-76.40499966000000143 40.84166630000002129)	403	402	0.03791	-113.96094
Point (-75.696666270000037 41.09166632000000874)	180	179	0.03791	-165.54138
Point (-75.94666629000002445 39.96666623000006524)	1254	1253	0.03793	-11.42517
Point (-75.90499962000002654 41.04999965000001083)	215	214	0.03797	-68.96167
Point (-75.94666629000002445 41.21666633000000246)	54	53	0.03797	-45.0238
Point (-75.98833296000002235 40.63333295000003176)	613	612	0.03802	-122.40503
Point (-76.40499966000000143 40.8833329700000192)	363	362	0.03805	-100.03937
Point (-75.86333295000002863 41.04999965000001083)	216	215	0.03805	-90.65344
Point (-75.94666629000002445 40.42499960000004222)	814	813	0.03808	-2.68237
Point (-76.02999963000002026 40.09166624000005896)	1132	1131	0.0381	-1.85547
Point (-75.86333295000002863 41.25833300000000037)	16	15	0.03816	-91.66882
Point (-76.36333299000000352 40.96666631000001502)	284	283	0.03819	-117.8396
Point (-75.77999961000003282 41.04999965000001083)	218	217	0.0382	-130.92126
Point (-75.82166628000003072 41.04999965000001083)	217	216	0.03827	-118.74414
Point (-76.11333297000001608 40.54999961000003594)	690	689	0.03829	-171.12476
Point (-76.48833299999999724 40.75833296000002548)	481	480	0.03834	-111.12378
Point (-75.94666629000002445 41.09166632000000874)	174	173	0.03838	-69.04419
Point (-75.90499962000002654 41.21666633000000246)	55	54	0.03846	-58.77643
Point (-75.94666629000002445 41.17499966000000455)	94	93	0.03852	-74.42334
Point (-75.98833296000002235 40.54999961000003594)	693	692	0.03853	-45.89673
Point (-76.11333297000001608 40.63333295000003176)	610	609	0.03854	-111.72314
Point (-75.94666629000002445 41.13333299000000665)	134	133	0.03856	-60.19092
Point (-76.36333299000000352 41.00833298000001292)	244	243	0.03876	-125.82141
Point (-75.86333295000002863 41.21666633000000246)	56	55	0.0388	-112.18951
Point (-76.40499966000000143 40.92499964000001711)	323	322	0.03881	-112.17523
Point (-75.98833296000002235 40.42499960000004222)	813	812	0.03883	-21.6344
Point (-75.696666270000037 41.13333299000000665)	140	139	0.03889	-153.7334
Point (-75.73833294000003491 41.09166632000000874)	179	178	0.03894	-143.24762
Point (-76.11333297000001608 40.09166624000005896)	1130	1129	0.039	30.64807
Point (-76.07166630000001817 40.63333295000003176)	611	610	0.03912	-105.94482
Point (-75.90499962000002654 41.13333299000000665)	135	134	0.03918	-73.2782
Point (-75.90499962000002654 41.17499966000000455)	95	94	0.0392	-93.37341
Point (-75.90499962000002654 41.09166632000000874)	175	174	0.03921	-65.54065
Point (-75.82166628000003072 41.21666633000000246)	57	56	0.03924	-163.05475
Point (-76.44666632999999933 40.79999963000002339)	442	441	0.03933	-111.81177
Point (-76.02999963000002026 40.63333295000003176)	612	611	0.03933	-103.0647
Point (-76.11333297000001608 40.59166628000003385)	650	649	0.0394	-124.47473
Point (-76.07166630000001817 40.54999961000003594)	691	690	0.03941	-137.79663
Point (-75.98833296000002235 40.59166628000003385)	653	652	0.03945	-104.57935
Point (-75.94666629000002445 40.00833290000006315)	1214	1213	0.0396	-29.12061
Point (-76.02999963000002026 40.54999961000003594)	692	691	0.03962	-87.38184
Point (-75.86333295000002863 41.17499966000000455)	96	95	0.03965	-133.78931
Point (-75.77999961000003282 41.21666633000000246)	58	57	0.03966	-189.30518
Point (-76.44666632999999933 40.8833329700000192)	362	361	0.03993	-99.75037
Point (-75.94666629000002445 40.34166626000004641)	894	893	0.03994	1.52124
Point (-76.07166630000001817 40.09166624000005896)	1131	1130	0.04008	19.69727
Point (-75.98833296000002235 40.34166626000004641)	893	892	0.04014	13.67456
Point (-75.86333295000002863 41.09166632000000874)	176	175	0.04015	-87.22974
Point (-76.44666632999999933 40.84166630000002129)	402	401	0.04018	-97.3905
Point (-75.86333295000002863 41.13333299000000665)	136	135	0.04018	-122.29236
Point (-76.40499966000000143 41.04999965000001083)	203	202	0.04029	-142.00281
Point (-75.73833294000003491 41.17499966000000455)	99	98	0.04035	-174.66699
Point (-75.77999961000003282 41.09166632000000874)	178	177	0.04044	-134.04761
Point (-75.82166628000003072 41.17499966000000455)	97	96	0.04051	-173.2467
Point (-76.44666632999999933 40.92499964000001711)	322	321	0.04052	-113.52881
Point (-75.82166628000003072 41.09166632000000874)	177	176	0.04059	-113.31335
Point (-75.77999961000003282 41.17499966000000455)	98	97	0.04067	-175.89502
Point (-75.86333295000002863 39.96666623000006524)	1256	1255	0.04068	-51.88403
Point (-76.02999963000002026 40.59166628000003385)	652	651	0.04078	-119.48291
Point (-75.86333295000002863 40.00833290000006315)	1216	1215	0.04082	-65.61914
Point (-76.07166630000001817 40.59166628000003385)	651	650	0.04091	-119.19873
Point (-76.40499966000000143 40.96666631000001502)	283	282	0.04097	-134.06061
Point (-75.82166628000003072 41.13333299000000665)	137	136	0.04103	-148.83875
