param,mean,median,1.000_CI_LB,1.000_CI_UB
zeta-quantile_param_4908,0.731789,0.760755,0.204718,0.983626
zeta-quantile_param_4909,0.890939,0.933649,0.348070,0.999860
zeta-quantile_param_4910,0.694235,0.735511,0.216216,0.975161
zeta-quantile_param_4911,0.834397,0.869681,0.373654,0.987735
zeta-quantile_param_4912,0.759973,0.809320,0.253697,0.996452
zeta-quantile_param_4913,0.700408,0.753288,0.276849,0.989543
zeta-quantile_param_4914,0.754570,0.761232,0.413389,0.947701
zeta-quantile_param_4915,0.791108,0.811832,0.534028,0.981520
zeta-quantile_param_4916,0.791335,0.786711,0.517127,0.999093
zeta-quantile_param_4917,0.928961,0.946382,0.697146,0.998006
zeta-quantile_param_4918,0.923803,0.964131,0.707194,0.999495
zeta-quantile_param_4919,0.660417,0.665131,0.365390,0.931850
zeta-quantile_param_4920,0.591245,0.607254,0.312809,0.911167
zeta-quantile_param_4921,0.444443,0.381765,0.059925,0.901048
zeta-quantile_param_4922,0.771664,0.892432,0.281506,0.999260
zeta-quantile_param_4923,0.175597,0.154692,0.002334,0.575520
zeta-quantile_param_4924,0.527347,0.529135,0.142857,0.910696
zeta-quantile_param_4925,0.744973,0.788108,0.364515,0.947386
zeta-quantile_param_4926,0.615844,0.603859,0.227521,0.982144
zeta-quantile_param_4927,0.509661,0.608555,0.016973,0.976830
zeta-quantile_param_4928,0.554356,0.610949,0.004365,0.954987
zeta-quantile_param_4929,0.350616,0.325056,0.010734,0.886751
zeta-quantile_param_4930,0.536260,0.493785,0.149624,0.947841
zeta-quantile_param_4931,0.563374,0.554012,0.148452,0.947508
zeta-quantile_param_4932,0.388063,0.396446,0.028413,0.796765
zeta-quantile_param_4933,0.721983,0.766105,0.145816,0.995309
zeta-quantile_param_4934,0.515774,0.496525,0.190311,0.924936
zeta-quantile_param_4935,0.334729,0.146624,0.003915,0.999269
zeta-quantile_param_4936,0.041128,0.018600,0.000101,0.198409
zeta-quantile_param_4937,0.329608,0.191084,0.026066,0.981137
zeta-quantile_param_4938,0.788361,0.829341,0.244090,0.998041
zeta-quantile_param_4939,0.595977,0.630823,0.127235,0.987953
zeta-quantile_param_4940,0.575953,0.599863,0.132466,0.986810
zeta-quantile_param_4941,0.729892,0.789119,0.138284,0.995971
zeta-quantile_param_4942,0.397039,0.342971,0.011680,0.977651
zeta-quantile_param_4943,0.642602,0.672742,0.142545,0.997332
zeta-quantile_param_4944,0.597010,0.600769,0.122945,0.984726
zeta-quantile_param_4945,0.770414,0.847400,0.154407,0.999859
zeta-quantile_param_4946,0.483225,0.493658,0.009712,0.930182
zeta-quantile_param_4947,0.529869,0.541216,0.002984,0.985025
zeta-quantile_param_4948,0.401517,0.363949,0.039398,0.909430
zeta-quantile_param_4949,0.193831,0.122694,0.012157,0.696140
zeta-quantile_param_4950,0.264386,0.251834,0.018408,0.754549
zeta-quantile_param_4951,0.535171,0.527175,0.171647,0.947135
zeta-quantile_param_4952,0.313831,0.270537,0.035959,0.786643
zeta-quantile_param_4953,0.472045,0.465132,0.022624,0.941221
zeta-quantile_param_4954,0.362305,0.359068,0.011705,0.870464
zeta-quantile_param_4955,0.303121,0.254554,0.019275,0.812404
zeta-quantile_param_4956,0.545064,0.535773,0.099691,0.988542
zeta-quantile_param_4957,0.445784,0.396527,0.079540,0.932385
zeta-quantile_param_4958,0.574533,0.591320,0.101974,0.995799
zeta-quantile_param_4959,0.216975,0.197925,0.009059,0.701860
zeta-quantile_param_4960,0.448660,0.465202,0.076111,0.905009
zeta-quantile_param_4961,0.163459,0.062684,0.002377,0.836720
zeta-quantile_param_4962,0.312153,0.282212,0.074118,0.745583
zeta-quantile_param_4963,0.483247,0.485074,0.083426,0.964618
zeta-quantile_param_4964,0.104488,0.045135,0.000278,0.801722
zeta-quantile_param_4965,0.356181,0.346968,0.000201,0.808529
zeta-quantile_param_4966,0.600361,0.728606,0.010826,0.993581
zeta-quantile_param_4967,0.815723,0.915784,0.100636,0.999952
zeta-quantile_param_4968,0.758147,0.918656,0.107596,0.999740
zeta-quantile_param_4969,0.581701,0.615302,0.097969,0.987313
zeta-quantile_param_4970,0.754572,0.842294,0.204087,0.999784
zeta-quantile_param_4971,0.669098,0.757144,0.012623,0.992277
zeta-quantile_param_4972,0.726450,0.767294,0.115212,0.987497
zeta-quantile_param_4973,0.388817,0.321811,0.009101,0.968462
zeta-quantile_param_4974,0.388831,0.386567,0.096739,0.863309
zeta-quantile_param_4975,0.398027,0.359034,0.000005,0.978702
zeta-quantile_param_4976,0.534871,0.516963,0.002167,0.979514
zeta-quantile_param_4977,0.608331,0.626360,0.132128,0.993137
zeta-quantile_param_4978,0.338729,0.279923,0.005289,0.926808
zeta-quantile_param_4979,0.451665,0.425944,0.103465,0.954210
zeta-quantile_param_4980,0.603411,0.618055,0.122388,0.989142
zeta-quantile_param_4981,0.531719,0.516991,0.106953,0.950944
zeta-quantile_param_4982,0.488138,0.483883,0.078505,0.990309
zeta-quantile_param_4983,0.778662,0.944819,0.093367,0.999457
zeta-quantile_param_4984,0.382735,0.382693,0.118186,0.774068
zeta-quantile_param_4985,0.025220,0.014669,0.000206,0.177983
zeta-quantile_param_4986,0.468612,0.450620,0.116306,0.899125
zeta-quantile_param_4987,0.425358,0.367119,0.106522,0.912978
zeta-quantile_param_4988,0.313302,0.294747,0.099959,0.729161
zeta-quantile_param_4989,0.012441,0.002877,0.000014,0.177506
zeta-quantile_param_4990,0.006527,0.000483,0.000001,0.135424
zeta-quantile_param_4991,0.002381,0.001101,0.000002,0.027720
zeta-quantile_param_4992,0.201161,0.173829,0.000244,0.759140
zeta-quantile_param_4993,0.024551,0.014901,0.000413,0.141181
zeta-quantile_param_4994,0.219254,0.096429,0.001045,0.909509
zeta-quantile_param_4995,0.525372,0.524507,0.172209,0.909921
zeta-quantile_param_4996,0.020148,0.010826,0.000000,0.215637
zeta-quantile_param_4997,0.368834,0.363213,0.165140,0.785138
zeta-quantile_param_4998,0.027402,0.010023,0.000003,0.265049
zeta-quantile_param_4999,0.011553,0.006609,0.000032,0.076645
zeta-quantile_param_5000,0.344105,0.340399,0.123700,0.634284
zeta-quantile_param_5001,0.003191,0.000991,0.000001,0.048744
zeta-quantile_param_5002,0.026309,0.010827,0.000070,0.185930
zeta-quantile_param_5003,0.437202,0.420189,0.213626,0.799327
zeta-quantile_param_5004,0.463366,0.455505,0.209458,0.819077
zeta-quantile_param_5005,0.469248,0.440583,0.128115,0.897235
zeta-quantile_param_5006,0.480470,0.453684,0.202246,0.889999
zeta-quantile_param_5007,0.187457,0.033147,0.000060,0.869472
zeta-quantile_param_5008,0.026593,0.012186,0.000170,0.186075
zeta-quantile_param_5009,0.305329,0.295220,0.051239,0.731427
zeta-quantile_param_5010,0.187956,0.092938,0.000616,0.958077
zeta-quantile_param_5011,0.665405,0.686544,0.195490,0.986108
zeta-quantile_param_5012,0.056251,0.021338,0.000041,0.580275
zeta-quantile_param_5013,0.427666,0.415616,0.176710,0.751990
zeta-quantile_param_5014,0.784292,0.785139,0.503589,0.988789
zeta-quantile_param_5015,0.559269,0.593111,0.315955,0.808852
zeta-quantile_param_5016,0.072195,0.062567,0.006628,0.274636
zeta-quantile_param_5017,0.777739,0.816819,0.237973,0.999816
zeta-quantile_param_5018,0.344554,0.358178,0.002972,0.830971
zeta-quantile_param_5019,0.061095,0.046085,0.001873,0.266751
zeta-quantile_param_5020,0.373173,0.354819,0.205835,0.746333
zeta-quantile_param_5021,0.812605,0.926463,0.160276,0.996635
zeta-quantile_param_5022,0.745274,0.757890,0.202823,0.980146
zeta-quantile_param_5023,0.838620,0.921646,0.145973,0.998056
zeta-quantile_param_5024,0.585706,0.539177,0.175610,0.989218
zeta-quantile_param_5025,0.931463,0.974737,0.486379,0.999886
zeta-quantile_param_5026,0.698221,0.730550,0.130427,0.988370
zeta-quantile_param_5027,0.747420,0.768474,0.261758,0.985857
zeta-quantile_param_5028,0.850396,0.900303,0.294121,0.999304
zeta-quantile_param_5029,0.762194,0.799438,0.216841,0.989384
zeta-quantile_param_5030,0.543316,0.510300,0.136309,0.967056
zeta-quantile_param_5031,0.694818,0.750911,0.124350,0.999733
zeta-quantile_param_5032,0.466874,0.500649,0.001422,0.923616
zeta-quantile_param_5033,0.470590,0.485053,0.012102,0.923697
zeta-quantile_param_5034,0.769997,0.827668,0.170424,0.999518
zeta-quantile_param_5035,0.727354,0.739694,0.198322,0.997012
zeta-quantile_param_5036,0.818085,0.906891,0.195815,0.999382
zeta-quantile_param_5037,0.693940,0.731630,0.188010,0.996245
zeta-quantile_param_5038,0.502888,0.449839,0.028003,0.980506
zeta-quantile_param_5039,0.588150,0.571414,0.184107,0.944040
zeta-quantile_param_5040,0.436089,0.406653,0.162804,0.868566
zeta-quantile_param_5041,0.063273,0.047590,0.001004,0.256210
zeta-quantile_param_5042,0.131266,0.057955,0.000981,0.646711
zeta-quantile_param_5043,0.075678,0.025599,0.000682,0.689803
zeta-quantile_param_5044,0.204726,0.103126,0.000043,0.898001
zeta-quantile_param_5045,0.028567,0.012029,0.000108,0.235373
zeta-quantile_param_5046,0.021108,0.005768,0.000000,0.346428
zeta-quantile_param_5047,0.118983,0.094120,0.001006,0.432372
zeta-quantile_param_5048,0.173145,0.129350,0.000264,0.749986
zeta-quantile_param_5049,0.056558,0.024446,0.000230,0.546024
zeta-quantile_param_5050,0.158191,0.087257,0.003823,0.639424
zeta-quantile_param_5051,0.259806,0.233404,0.051513,0.792847
zeta-quantile_param_5052,0.542594,0.544941,0.193547,0.931211
zeta-quantile_param_5053,0.041670,0.030530,0.001020,0.210278
zeta-quantile_param_5054,0.289845,0.332243,0.000131,0.786695
zeta-quantile_param_5055,0.185043,0.177005,0.014053,0.610997
zeta-quantile_param_5056,0.131875,0.128295,0.004607,0.378044
zeta-quantile_param_5057,0.515972,0.522250,0.258095,0.792836
zeta-quantile_param_5058,0.699564,0.669139,0.330694,0.992419
zeta-quantile_param_5059,0.510637,0.407703,0.037173,0.996775
zeta-quantile_param_5060,0.721060,0.729424,0.258651,0.996772
zeta-quantile_param_5061,0.555882,0.600811,0.079432,0.975203
zeta-quantile_param_5062,0.622921,0.610546,0.056962,0.991673
zeta-quantile_param_5063,0.737293,0.791231,0.233984,0.994155
zeta-quantile_param_5064,0.697075,0.725556,0.199678,0.986095
zeta-quantile_param_5065,0.498601,0.443906,0.220570,0.942429
zeta-quantile_param_5066,0.322201,0.305914,0.005725,0.817230
zeta-quantile_param_5067,0.477300,0.446683,0.034307,0.908851
zeta-quantile_param_5068,0.559213,0.559659,0.206660,0.926984
zeta-quantile_param_5069,0.099086,0.087415,0.009437,0.316879
zeta-quantile_param_5070,0.495416,0.489401,0.079060,0.881137
zeta-quantile_param_5071,0.187054,0.156092,0.002322,0.594287
zeta-quantile_param_5072,0.795902,0.815024,0.248406,0.975408
zeta-quantile_param_5073,0.707808,0.759782,0.181157,0.984527
zeta-quantile_param_5074,0.820684,0.876157,0.387858,0.989473
zeta-quantile_param_5075,0.847536,0.889430,0.194381,0.991068
zeta-quantile_param_5076,0.706300,0.734006,0.209898,0.996714
zeta-quantile_param_5077,0.533293,0.473321,0.082434,0.971356
zeta-quantile_param_5078,0.679109,0.723951,0.181132,0.991924
zeta-quantile_param_5079,0.650928,0.687896,0.175327,0.983588
zeta-quantile_param_5080,0.352311,0.318247,0.004370,0.959664
zeta-quantile_param_5081,0.687825,0.713111,0.242964,0.977436
zeta-quantile_param_5082,0.322811,0.324693,0.003257,0.812992
zeta-quantile_param_5083,0.653039,0.647104,0.246841,0.973672
zeta-quantile_param_5084,0.722802,0.751520,0.261856,0.995506
zeta-quantile_param_5085,0.594052,0.613938,0.169792,0.985353
zeta-quantile_param_5086,0.648144,0.694163,0.175404,0.987715
zeta-quantile_param_5087,0.636899,0.679982,0.157678,0.967408
zeta-quantile_param_5088,0.406824,0.419103,0.001496,0.920073
zeta-quantile_param_5089,0.449263,0.410439,0.109249,0.974653
zeta-quantile_param_5090,0.586781,0.628914,0.124082,0.974165
zeta-quantile_param_5091,0.380079,0.367422,0.001327,0.936053
zeta-quantile_param_5092,0.505042,0.501809,0.113800,0.920349
zeta-quantile_param_5093,0.596020,0.593019,0.119966,0.998151
zeta-quantile_param_5094,0.435653,0.420430,0.106206,0.958174
zeta-quantile_param_5095,0.360058,0.312742,0.017894,0.931954
zeta-quantile_param_5096,0.565195,0.560012,0.138801,0.974948
zeta-quantile_param_5097,0.091523,0.064083,0.000324,0.537643
zeta-quantile_param_5098,0.612437,0.611495,0.120775,0.984169
zeta-quantile_param_5099,0.528892,0.580556,0.021954,0.956082
zeta-quantile_param_5100,0.500972,0.512182,0.112573,0.946228
zeta-quantile_param_5101,0.238042,0.198951,0.002391,0.844808
zeta-quantile_param_5102,0.531014,0.540015,0.100304,0.951309
zeta-quantile_param_5103,0.509571,0.526281,0.002898,0.997240
zeta-quantile_param_5104,0.279556,0.250783,0.036513,0.746258
zeta-quantile_param_5105,0.075111,0.055571,0.000177,0.326125
zeta-quantile_param_5106,0.406006,0.379864,0.038195,0.844664
zeta-quantile_param_5107,0.536527,0.508629,0.165448,0.933487
zeta-quantile_param_5108,0.513512,0.543374,0.073312,0.905530
zeta-quantile_param_5109,0.478147,0.396752,0.204307,0.972116
zeta-quantile_param_5110,0.116188,0.079897,0.008735,0.453495
zeta-quantile_param_5111,0.595105,0.606801,0.237271,0.970043
zeta-quantile_param_5112,0.801580,0.839166,0.542285,0.972146
zeta-quantile_param_5113,0.728019,0.742261,0.427722,0.949324
zeta-quantile_param_5114,0.472660,0.450848,0.300856,0.871695
zeta-quantile_param_5115,0.537471,0.535009,0.137633,0.934108
zeta-quantile_param_5116,0.361691,0.295036,0.026244,0.840284
zeta-quantile_param_5117,0.521578,0.564435,0.106901,0.861273
zeta-quantile_param_5118,0.714496,0.724788,0.327281,0.932675
zeta-quantile_param_5119,0.643575,0.603363,0.171570,0.998096
zeta-quantile_param_5120,0.656384,0.655691,0.305169,0.974709
zeta-quantile_param_5121,0.622761,0.690613,0.121826,0.948346
zeta-quantile_param_5122,0.595179,0.602476,0.239440,0.945588
zeta-quantile_param_5123,0.506429,0.459073,0.093091,0.939197
zeta-quantile_param_5124,0.264093,0.282696,0.007993,0.622361
zeta-quantile_param_5125,0.096085,0.071390,0.001969,0.315054
zeta-quantile_param_5126,0.119304,0.117602,0.000907,0.311016
zeta-quantile_param_5127,0.212993,0.174791,0.002616,0.924356
zeta-quantile_param_5128,0.525223,0.509722,0.174490,0.971430
zeta-quantile_param_5129,0.287344,0.226144,0.001171,0.914654
zeta-quantile_param_5130,0.834126,0.892694,0.173299,0.999104
zeta-quantile_param_5131,0.617946,0.622056,0.143066,0.971820
zeta-quantile_param_5132,0.492290,0.497423,0.183143,0.916911
zeta-quantile_param_5133,0.711957,0.744336,0.231342,0.978903
zeta-quantile_param_5134,0.167599,0.115733,0.007552,0.863466
zeta-quantile_param_5135,0.715947,0.704609,0.227049,0.999580
zeta-quantile_param_5136,0.482571,0.478864,0.101751,0.815262
zeta-quantile_param_5137,0.570203,0.551178,0.235830,0.892237
zeta-quantile_param_5138,0.457989,0.483372,0.012834,0.919677
zeta-quantile_param_5139,0.652477,0.662701,0.186364,0.989396
zeta-quantile_param_5140,0.054195,0.038038,0.001402,0.236608
zeta-quantile_param_5141,0.621451,0.690404,0.176173,0.965535
zeta-quantile_param_5142,0.606128,0.609075,0.192214,0.935505
zeta-quantile_param_5143,0.453776,0.426435,0.256836,0.818289
zeta-quantile_param_5144,0.163560,0.098118,0.005851,0.778480
zeta-quantile_param_5145,0.806620,0.831840,0.287729,0.999948
zeta-quantile_param_5146,0.352164,0.355278,0.005308,0.871032
zeta-quantile_param_5147,0.484053,0.440412,0.209883,0.924991
zeta-quantile_param_5148,0.599530,0.596117,0.168144,0.983928
zeta-quantile_param_5149,0.742303,0.758693,0.318097,0.984760
zeta-quantile_param_5150,0.666542,0.655861,0.199138,0.987686
zeta-quantile_param_5151,0.136704,0.101354,0.017101,0.670295
zeta-quantile_param_5152,0.408288,0.345895,0.091959,0.811633
zeta-quantile_param_5153,0.284410,0.262662,0.033309,0.730339
zeta-quantile_param_5154,0.594429,0.622485,0.156831,0.894044
zeta-quantile_param_5155,0.439604,0.423052,0.185692,0.842845
zeta-quantile_param_5156,0.549808,0.549064,0.219862,0.884972
zeta-quantile_param_5157,0.415930,0.442037,0.018104,0.751788
zeta-quantile_param_5158,0.495183,0.487439,0.159697,0.822553
zeta-quantile_param_5159,0.534626,0.538153,0.057553,0.973776
zeta-quantile_param_5160,0.558460,0.545192,0.164022,0.988098
zeta-quantile_param_5161,0.362057,0.306536,0.123522,0.878533
zeta-quantile_param_5162,0.410064,0.362633,0.116941,0.844314
zeta-quantile_param_5163,0.591326,0.587691,0.187801,0.966885
zeta-quantile_param_5164,0.217468,0.132546,0.019568,0.794598
zeta-quantile_param_5165,0.063572,0.055087,0.001229,0.217139
zeta-quantile_param_5166,0.693065,0.694191,0.205838,0.994516
zeta-quantile_param_5167,0.614887,0.640521,0.208779,0.943785
zeta-quantile_param_5168,0.745507,0.798908,0.208636,0.991965
zeta-quantile_param_5169,0.846933,0.907906,0.352920,0.999891
zeta-quantile_param_5170,0.916358,0.925202,0.737244,0.998786
zeta-quantile_param_5171,0.695203,0.744995,0.152137,0.999342
zeta-quantile_param_5172,0.505810,0.469718,0.219161,0.916203
zeta-quantile_param_5173,0.810648,0.901140,0.236367,0.995648
zeta-quantile_param_5174,0.374672,0.352703,0.207578,0.742649
zeta-quantile_param_5175,0.111803,0.094684,0.000249,0.550754
zeta-quantile_param_5176,0.164172,0.163543,0.022172,0.364011
zeta-quantile_param_5177,0.722876,0.706948,0.522525,0.926289
zeta-quantile_param_5178,0.534616,0.526491,0.365627,0.770554
zeta-quantile_param_5179,0.091105,0.066133,0.010257,0.393094
zeta-quantile_param_5180,0.440877,0.466596,0.030986,0.878826
zeta-quantile_param_5181,0.009844,0.003451,0.000031,0.130553
zeta-quantile_param_5182,0.093713,0.037154,0.001389,0.500627
zeta-quantile_param_5183,0.021125,0.006616,0.000128,0.189097
zeta-quantile_param_5184,0.411457,0.367249,0.190555,0.877914
zeta-quantile_param_5185,0.313217,0.303447,0.052336,0.725260
zeta-quantile_param_5186,0.413493,0.446237,0.009223,0.811876
zeta-quantile_param_5187,0.568466,0.552007,0.183328,0.956799
zeta-quantile_param_5188,0.649868,0.649886,0.206569,0.984448
zeta-quantile_param_5189,0.152902,0.128422,0.003385,0.542524
zeta-quantile_param_5190,0.532326,0.575880,0.072148,0.951666
zeta-quantile_param_5191,0.589556,0.675458,0.008309,0.986196
zeta-quantile_param_5192,0.823084,0.918432,0.215774,0.999217
zeta-quantile_param_5193,0.686550,0.817957,0.017204,0.992913
zeta-quantile_param_5194,0.169337,0.127314,0.004259,0.473524
zeta-quantile_param_5195,0.672505,0.693705,0.336452,0.950285
zeta-quantile_param_5196,0.155706,0.156949,0.005032,0.434262
zeta-quantile_param_5197,0.294300,0.203655,0.005312,0.973081
zeta-quantile_param_5198,0.491955,0.476964,0.201187,0.848077
zeta-quantile_param_5199,0.541244,0.498544,0.198304,0.978867
zeta-quantile_param_5200,0.634614,0.677416,0.189448,0.934537
zeta-quantile_param_5201,0.444374,0.436353,0.202793,0.752963
zeta-quantile_param_5202,0.891218,0.917239,0.629647,0.996031
zeta-quantile_param_5203,0.134097,0.064068,0.001693,0.595413
zeta-quantile_param_5204,0.342337,0.326795,0.220780,0.595692
zeta-quantile_param_5205,0.558630,0.482260,0.047870,0.990324
zeta-quantile_param_5206,0.412300,0.385005,0.063963,0.851889
zeta-quantile_param_5207,0.171115,0.047095,0.000230,0.911460
zeta-quantile_param_5208,0.450734,0.445097,0.166234,0.835526
zeta-quantile_param_5209,0.507744,0.467384,0.033721,0.982201
zeta-quantile_param_5210,0.267026,0.288336,0.024282,0.621175
zeta-quantile_param_5211,0.571866,0.559587,0.234232,0.945871
zeta-quantile_param_5212,0.210952,0.164262,0.015313,0.612314
zeta-quantile_param_5213,0.508599,0.495776,0.244499,0.896506
zeta-quantile_param_5214,0.670294,0.718135,0.216833,0.946164
zeta-quantile_param_5215,0.677543,0.679504,0.267495,0.960243
zeta-quantile_param_5216,0.517914,0.516727,0.201014,0.861768
zeta-quantile_param_5217,0.609710,0.656845,0.068815,0.948413
zeta-quantile_param_5218,0.305610,0.310010,0.006313,0.786838
zeta-quantile_param_5219,0.608212,0.653629,0.227857,0.937948
zeta-quantile_param_5220,0.135802,0.109763,0.014826,0.420289
zeta-quantile_param_5221,0.048711,0.032648,0.004554,0.288662
zeta-quantile_param_5222,0.526876,0.523460,0.097031,0.883326
zeta-quantile_param_5223,0.575485,0.579302,0.187043,0.931072
zeta-quantile_param_5224,0.658501,0.684987,0.234951,0.950858
zeta-quantile_param_5225,0.252511,0.152671,0.004271,0.915332
zeta-quantile_param_5226,0.588185,0.613076,0.128027,0.980835
zeta-quantile_param_5227,0.686857,0.721208,0.130079,0.993605
zeta-quantile_param_5228,0.808586,0.919555,0.180919,0.997589
zeta-quantile_param_5229,0.659074,0.673975,0.165333,0.977356
zeta-quantile_param_5230,0.316377,0.263338,0.002493,0.906693
zeta-quantile_param_5231,0.645813,0.685184,0.169346,0.985614
zeta-quantile_param_5232,0.735732,0.973633,0.001633,0.999882
zeta-quantile_param_5233,0.727027,0.808377,0.162743,0.999971
zeta-quantile_param_5234,0.663968,0.678161,0.179614,0.992726
zeta-quantile_param_5235,0.782114,0.849084,0.160222,0.999421
zeta-quantile_param_5236,0.844210,0.914151,0.177093,0.997008
zeta-quantile_param_5237,0.695577,0.722438,0.142397,0.997658
zeta-quantile_param_5238,0.624429,0.603879,0.110345,0.999168
zeta-quantile_param_5239,0.824754,0.916553,0.149470,0.999249
zeta-quantile_param_5240,0.829498,0.871422,0.341054,0.999650
zeta-quantile_param_5241,0.368091,0.270102,0.000011,0.984476
zeta-quantile_param_5242,0.518001,0.562335,0.019365,0.954494
zeta-quantile_param_5243,0.597979,0.665878,0.138237,0.973780
zeta-quantile_param_5244,0.326759,0.313899,0.023935,0.779575
zeta-quantile_param_5245,0.172229,0.069034,0.000340,0.946945
zeta-quantile_param_5246,0.233134,0.214624,0.002145,0.779099
zeta-quantile_param_5247,0.463354,0.568205,0.000005,0.955085
zeta-quantile_param_5248,0.126839,0.055948,0.001356,0.855901
zeta-quantile_param_5249,0.300874,0.224622,0.009143,0.931260
zeta-quantile_param_5250,0.602449,0.619381,0.121565,0.989270
zeta-quantile_param_5251,0.574525,0.529239,0.121207,0.992569
zeta-quantile_param_5252,0.673980,0.679319,0.204039,0.977587
zeta-quantile_param_5253,0.750565,0.811559,0.136513,0.991608
zeta-quantile_param_5254,0.591591,0.602201,0.160134,0.919495
zeta-quantile_param_5255,0.544568,0.555002,0.149104,0.967207
zeta-quantile_param_5256,0.656350,0.636663,0.147709,0.993594
zeta-quantile_param_5257,0.372167,0.364023,0.007568,0.915624
zeta-quantile_param_5258,0.560650,0.562645,0.133482,0.947221
zeta-quantile_param_5259,0.462841,0.433860,0.011979,0.945595
zeta-quantile_param_5260,0.640401,0.669785,0.130256,0.994030
zeta-quantile_param_5261,0.567967,0.530572,0.162851,0.982608
zeta-quantile_param_5262,0.428624,0.403816,0.124429,0.861657
zeta-quantile_param_5263,0.734822,0.763849,0.291303,0.975080
zeta-quantile_param_5264,0.630571,0.669662,0.035498,0.999745
zeta-quantile_param_5265,0.059627,0.028356,0.000928,0.483823
zeta-quantile_param_5266,0.625587,0.643998,0.121838,0.998167
zeta-quantile_param_5267,0.387602,0.344050,0.061519,0.967130
zeta-quantile_param_5268,0.504845,0.456624,0.139871,0.965472
zeta-quantile_param_5269,0.788424,0.841693,0.160718,0.996608
zeta-quantile_param_5270,0.649818,0.674776,0.118800,0.997906
zeta-quantile_param_5271,0.759485,0.812134,0.167335,0.983817
zeta-quantile_param_5272,0.702562,0.789121,0.156063,0.999682
zeta-quantile_param_5273,0.638044,0.691233,0.072094,0.975408
zeta-quantile_param_5274,0.566608,0.708837,0.012155,0.997121
zeta-quantile_param_5275,0.788354,0.841838,0.182742,0.992055
zeta-quantile_param_5276,0.744801,0.860242,0.136196,0.995178
zeta-quantile_param_5277,0.859764,0.935106,0.260212,0.999958
zeta-quantile_param_5278,0.691801,0.757877,0.127678,0.987590
zeta-quantile_param_5279,0.713343,0.787945,0.132507,0.999198
zeta-quantile_param_5280,0.645945,0.645138,0.124111,0.996726
zeta-quantile_param_5281,0.527568,0.538606,0.126303,0.953478
zeta-quantile_param_5282,0.447791,0.397918,0.118255,0.993599
zeta-quantile_param_5283,0.609716,0.609076,0.160260,0.986135
zeta-quantile_param_5284,0.317050,0.202876,0.000594,0.923426
zeta-quantile_param_5285,0.584907,0.634199,0.055587,0.992646
zeta-quantile_param_5286,0.623656,0.723922,0.092760,0.998978
zeta-quantile_param_5287,0.554766,0.540188,0.090437,0.991519
zeta-quantile_param_5288,0.739613,0.831919,0.135445,0.996009
zeta-quantile_param_5289,0.477926,0.449629,0.002244,0.978233
zeta-quantile_param_5290,0.464255,0.397522,0.140394,0.940379
zeta-quantile_param_5291,0.565578,0.596240,0.129720,0.910126
zeta-quantile_param_5292,0.621934,0.626532,0.137751,0.975189
zeta-quantile_param_5293,0.758672,0.823140,0.221254,0.990419
zeta-quantile_param_5294,0.672917,0.823735,0.188722,0.999751
zeta-quantile_param_5295,0.643751,0.650543,0.205688,0.973332
zeta-quantile_param_5296,0.388785,0.319480,0.015395,0.943270
zeta-quantile_param_5297,0.726741,0.765212,0.239237,0.962966
zeta-quantile_param_5298,0.633425,0.668136,0.173590,0.979406
zeta-quantile_param_5299,0.785970,0.903640,0.206315,0.994952
zeta-quantile_param_5300,0.631203,0.642414,0.138695,0.989975
zeta-quantile_param_5301,0.446510,0.277118,0.015765,0.994703
zeta-quantile_param_5302,0.758934,0.817209,0.179540,0.993170
zeta-quantile_param_5303,0.598397,0.646472,0.036616,0.963424
zeta-quantile_param_5304,0.708715,0.772979,0.170543,0.999285
zeta-quantile_param_5305,0.480342,0.457504,0.040769,0.931390
zeta-quantile_param_5306,0.550659,0.654015,0.010886,0.995958
zeta-quantile_param_5307,0.610010,0.580254,0.141898,0.996449
zeta-quantile_param_5308,0.530066,0.597734,0.013406,0.955989
zeta-quantile_param_5309,0.543728,0.543071,0.133649,0.978860
zeta-quantile_param_5310,0.597270,0.592791,0.126920,0.993897
zeta-quantile_param_5311,0.398702,0.350024,0.145497,0.847658
zeta-quantile_param_5312,0.586321,0.567267,0.173177,0.997640
zeta-quantile_param_5313,0.433281,0.406421,0.160740,0.847672
zeta-quantile_param_5314,0.387783,0.348658,0.168401,0.813754
zeta-quantile_param_5315,0.539404,0.538852,0.297440,0.823161
zeta-quantile_param_5316,0.780692,0.854409,0.303783,0.986987
zeta-quantile_param_5317,0.571186,0.552666,0.236845,0.908236
zeta-quantile_param_5318,0.663190,0.650525,0.324193,0.966144
zeta-quantile_param_5319,0.776687,0.789308,0.466774,0.968195
zeta-quantile_param_5320,0.395463,0.407688,0.100245,0.622617
zeta-quantile_param_5321,0.566014,0.544477,0.252445,0.976159
zeta-quantile_param_5322,0.615326,0.619020,0.238831,0.992699
zeta-quantile_param_5323,0.667695,0.695223,0.084444,0.963862
zeta-quantile_param_5324,0.266749,0.228797,0.001687,0.832741
zeta-quantile_param_5325,0.090193,0.085564,0.004181,0.282904
zeta-quantile_param_5326,0.186765,0.145536,0.003258,0.654598
zeta-quantile_param_5327,0.628690,0.663817,0.206502,0.982544
zeta-quantile_param_5328,0.043431,0.023821,0.000248,0.230641
zeta-quantile_param_5329,0.136626,0.048141,0.001437,0.694345
zeta-quantile_param_5330,0.356464,0.275060,0.008607,0.974012
